wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;102;18;120;0.03;0.00;0.03;0;0;0;1;0;0;2554;153;2390;11;t00;2023-01-06
dolnoœl¹skie;8;2;10;0.03;0.01;0.03;0;0;0;0;0;0;122;12;110;0;t02;2023-01-06
kujawsko-pomorskie;0;1;1;0;0.00;0.00;0;0;0;0;0;0;81;1;80;0;t04;2023-01-06
lubelskie;5;2;7;0.02;0.01;0.03;0;0;0;0;0;0;203;8;194;1;t06;2023-01-06
lubuskie;5;1;6;0.05;0.01;0.06;0;0;0;0;0;0;40;6;33;1;t08;2023-01-06
³ódzkie;13;1;14;0.05;0.00;0.06;0;0;0;0;0;0;113;14;98;1;t10;2023-01-06
ma³opolskie;13;0;13;0.04;0;0.04;0;0;0;0;0;0;214;17;197;0;t12;2023-01-06
mazowieckie;10;2;12;0.02;0.00;0.02;0;0;0;0;0;0;488;15;471;2;t14;2023-01-06
opolskie;3;0;3;0.03;0;0.03;0;0;0;0;0;0;69;3;65;1;t16;2023-01-06
podkarpackie;3;1;4;0.01;0.00;0.02;0;0;0;0;0;0;129;9;119;1;t18;2023-01-06
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;44;2;42;0;t20;2023-01-06
pomorskie;13;3;16;0.06;0.01;0.07;0;0;0;0;0;0;260;16;242;2;t22;2023-01-06
œl¹skie;9;1;10;0.02;0.00;0.02;0;0;0;0;0;0;259;14;244;1;t24;2023-01-06
œwiêtokrzyskie;3;1;4;0.02;0.01;0.03;0;0;0;0;0;0;102;4;98;0;t26;2023-01-06
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;48;2;46;0;t28;2023-01-06
wielkopolskie;6;1;7;0.02;0.00;0.02;0;0;0;1;0;0;111;8;103;0;t30;2023-01-06
zachodniopomorskie;3;0;3;0.02;0;0.02;0;0;0;0;0;0;79;3;75;1;t32;2023-01-06
