wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;36;14;50;0.01;0.00;0.01;2;0;2;154;0;0;1971;63;1902;6;t00;2023-06-02
dolnoœl¹skie;3;0;3;0.01;0;0.01;0;0;0;5;0;0;53;3;50;0;t02;2023-06-02
kujawsko-pomorskie;2;0;2;0.01;0;0.01;0;0;0;11;0;0;49;2;47;0;t04;2023-06-02
lubelskie;1;3;4;0.00;0.01;0.02;0;0;0;10;0;0;242;4;238;0;t06;2023-06-02
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;24;0;24;0;t08;2023-06-02
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;15;0;0;84;2;82;0;t10;2023-06-02
ma³opolskie;4;0;4;0.01;0;0.01;0;0;0;24;0;0;92;5;87;0;t12;2023-06-02
mazowieckie;3;7;10;0.01;0.01;0.02;0;0;0;25;0;0;553;12;539;2;t14;2023-06-02
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;92;2;89;1;t16;2023-06-02
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;4;0;0;72;1;71;0;t18;2023-06-02
podlaskie;3;0;3;0.03;0;0.03;0;0;0;9;0;0;42;4;38;0;t20;2023-06-02
pomorskie;2;2;4;0.01;0.01;0.02;1;0;1;10;0;0;68;4;64;0;t22;2023-06-02
œl¹skie;5;1;6;0.01;0.00;0.01;0;0;0;16;0;0;234;7;227;0;t24;2023-06-02
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;4;0;0;59;7;52;0;t26;2023-06-02
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;7;0;0;60;2;58;0;t28;2023-06-02
wielkopolskie;3;1;4;0.01;0.00;0.01;0;0;0;5;0;0;83;5;75;3;t30;2023-06-02
zachodniopomorskie;2;0;2;0.01;0;0.01;1;0;1;9;0;0;52;2;50;0;t32;2023-06-02
