wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;25674;3185;28859;6.69;0.83;7.52;372;117;255;27528;27733;292315;116307;31157;82877;2273;t00;2022-02-15
dolnoœl¹skie;1922;196;2118;6.63;0.68;7.31;28;16;12;1833;2509;21909;8234;2302;5757;175;t02;2022-02-15
kujawsko-pomorskie;2609;388;2997;12.61;1.88;14.48;16;5;11;2777;2215;21229;8825;3230;5423;172;t04;2022-02-15
lubelskie;1124;148;1272;5.34;0.70;6.05;18;0;18;1553;1249;14749;5669;1405;4218;46;t06;2022-02-15
lubuskie;873;115;988;8.64;1.14;9.78;12;6;6;1133;959;10684;3714;1080;2536;98;t08;2022-02-15
³ódzkie;1368;150;1518;5.59;0.61;6.20;35;20;15;1448;1838;18849;7068;1698;5258;112;t10;2022-02-15
ma³opolskie;1356;141;1497;3.97;0.41;4.38;32;8;24;1595;1734;18195;7320;1589;5599;132;t12;2022-02-15
mazowieckie;3511;397;3908;6.47;0.73;7.20;29;7;22;3563;4067;45925;17464;4222;12914;328;t14;2022-02-15
opolskie;514;49;563;5.24;0.50;5.74;11;0;11;611;692;7875;2723;624;2059;40;t16;2022-02-15
podkarpackie;532;85;617;2.50;0.40;2.90;20;2;18;652;701;9893;4328;673;3631;24;t18;2022-02-15
podlaskie;663;74;737;5.63;0.63;6.26;8;0;8;838;580;7493;2856;775;2028;53;t20;2022-02-15
pomorskie;1663;215;1878;7.09;0.92;8.00;18;2;16;1719;2112;18945;7691;1988;5389;314;t22;2022-02-15
œl¹skie;1974;282;2256;4.38;0.63;5.00;56;23;33;2452;2763;29485;10983;2460;8246;277;t24;2022-02-15
œwiêtokrzyskie;784;63;847;6.37;0.51;6.89;26;5;21;954;669;8982;3464;936;2445;83;t26;2022-02-15
warmiñsko-mazurskie;1190;207;1397;8.38;1.46;9.83;22;17;5;1325;856;10156;5169;1486;3644;39;t28;2022-02-15
wielkopolskie;3895;455;4350;11.13;1.30;12.43;29;5;24;3430;3127;34205;12969;4602;8146;221;t30;2022-02-15
zachodniopomorskie;1585;220;1805;9.36;1.30;10.66;12;1;11;1614;1619;13488;6291;1962;4188;141;t32;2022-02-15
