wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;653;284;937;0.17;0.07;0.24;8;4;4;2167;0;0;5266;980;4278;8;t00;2024-01-22
dolnoœl¹skie;31;12;43;0.11;0.04;0.15;0;0;0;78;0;0;267;45;222;0;t02;2024-01-22
kujawsko-pomorskie;52;25;77;0.25;0.12;0.37;0;0;0;136;0;0;417;79;337;1;t04;2024-01-22
lubelskie;91;44;135;0.43;0.21;0.64;0;0;0;241;0;0;434;137;297;0;t06;2024-01-22
lubuskie;21;6;27;0.21;0.06;0.27;0;0;0;53;0;0;119;27;92;0;t08;2024-01-22
³ódzkie;20;9;29;0.08;0.04;0.12;1;0;1;138;0;0;237;33;204;0;t10;2024-01-22
ma³opolskie;56;21;77;0.16;0.06;0.23;1;1;0;258;0;0;412;79;331;2;t12;2024-01-22
mazowieckie;104;32;136;0.19;0.06;0.25;0;0;0;201;0;0;870;145;725;0;t14;2024-01-22
opolskie;10;2;12;0.10;0.02;0.12;0;0;0;11;0;0;97;12;85;0;t16;2024-01-22
podkarpackie;61;26;87;0.29;0.12;0.41;0;0;0;197;0;0;392;93;299;0;t18;2024-01-22
podlaskie;14;16;30;0.12;0.14;0.25;0;0;0;79;0;0;166;33;132;1;t20;2024-01-22
pomorskie;25;10;35;0.11;0.04;0.15;1;1;0;127;0;0;323;36;287;0;t22;2024-01-22
œl¹skie;47;33;80;0.10;0.07;0.18;2;0;2;304;0;0;605;81;520;4;t24;2024-01-22
œwiêtokrzyskie;16;5;21;0.13;0.04;0.17;1;1;0;43;0;0;107;21;86;0;t26;2024-01-22
warmiñsko-mazurskie;18;7;25;0.13;0.05;0.18;0;0;0;101;0;0;207;27;180;0;t28;2024-01-22
wielkopolskie;54;22;76;0.15;0.06;0.22;2;1;1;111;0;0;257;78;179;0;t30;2024-01-22
zachodniopomorskie;25;13;38;0.15;0.08;0.22;0;0;0;88;0;0;211;41;170;0;t32;2024-01-22
