wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2544;494;3038;0.66;0.13;0.79;6;2;4;2871;16;0;9461;3242;6188;31;t00;2022-07-21
dolnoœl¹skie;222;34;256;0.77;0.12;0.88;1;1;0;209;1;0;593;264;326;3;t02;2022-07-21
kujawsko-pomorskie;124;28;152;0.60;0.14;0.73;0;0;0;160;2;0;391;159;232;0;t04;2022-07-21
lubelskie;104;16;120;0.49;0.08;0.57;1;0;1;132;0;0;527;134;391;2;t06;2022-07-21
lubuskie;46;9;55;0.46;0.09;0.54;0;0;0;48;0;0;175;57;115;3;t08;2022-07-21
³ódzkie;145;30;175;0.59;0.12;0.71;1;1;0;184;1;0;494;187;306;1;t10;2022-07-21
ma³opolskie;238;50;288;0.70;0.15;0.84;0;0;0;283;2;0;822;301;518;3;t12;2022-07-21
mazowieckie;446;83;529;0.82;0.15;0.97;1;0;1;501;4;0;1838;557;1277;4;t14;2022-07-21
opolskie;57;19;76;0.58;0.19;0.77;0;0;0;80;0;0;264;85;179;0;t16;2022-07-21
podkarpackie;99;23;122;0.47;0.11;0.57;0;0;0;80;2;0;478;137;340;1;t18;2022-07-21
podlaskie;75;21;96;0.64;0.18;0.82;0;0;0;118;0;0;319;103;215;1;t20;2022-07-21
pomorskie;175;30;205;0.75;0.13;0.87;0;0;0;189;0;0;479;210;267;2;t22;2022-07-21
œl¹skie;319;57;376;0.71;0.13;0.83;0;0;0;379;0;0;1016;392;621;3;t24;2022-07-21
œwiêtokrzyskie;72;10;82;0.59;0.08;0.67;0;0;0;82;3;0;320;85;235;0;t26;2022-07-21
warmiñsko-mazurskie;92;23;115;0.65;0.16;0.81;0;0;0;99;0;0;363;121;242;0;t28;2022-07-21
wielkopolskie;188;28;216;0.54;0.08;0.62;2;0;2;180;1;0;583;265;317;1;t30;2022-07-21
zachodniopomorskie;104;32;136;0.61;0.19;0.80;0;0;0;136;0;0;433;142;287;4;t32;2022-07-21
