wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;875;295;1170;0.23;0.08;0.31;5;3;2;1175;0;0;5886;1264;4606;16;t00;2023-02-08
dolnoœl¹skie;48;16;64;0.17;0.06;0.22;0;0;0;61;0;0;247;68;178;1;t02;2023-02-08
kujawsko-pomorskie;58;28;86;0.28;0.14;0.42;1;0;1;73;0;0;290;95;195;0;t04;2023-02-08
lubelskie;38;23;61;0.18;0.11;0.29;0;0;0;65;0;0;441;62;378;1;t06;2023-02-08
lubuskie;11;7;18;0.11;0.07;0.18;0;0;0;41;0;0;107;18;89;0;t08;2023-02-08
³ódzkie;58;18;76;0.24;0.07;0.31;2;1;1;96;0;0;291;81;210;0;t10;2023-02-08
ma³opolskie;79;15;94;0.23;0.04;0.28;1;1;0;111;0;0;390;98;289;3;t12;2023-02-08
mazowieckie;151;52;203;0.28;0.10;0.37;0;0;0;159;0;0;962;218;740;4;t14;2023-02-08
opolskie;25;6;31;0.25;0.06;0.32;0;0;0;21;0;0;190;34;156;0;t16;2023-02-08
podkarpackie;31;9;40;0.15;0.04;0.19;0;0;0;35;0;0;238;45;193;0;t18;2023-02-08
podlaskie;30;9;39;0.25;0.08;0.33;0;0;0;39;0;0;232;39;192;1;t20;2023-02-08
pomorskie;46;12;58;0.20;0.05;0.25;0;0;0;63;0;0;408;73;335;0;t22;2023-02-08
œl¹skie;149;54;203;0.33;0.12;0.45;0;0;0;207;0;0;592;213;378;1;t24;2023-02-08
œwiêtokrzyskie;22;4;26;0.18;0.03;0.21;0;0;0;18;0;0;152;26;126;0;t26;2023-02-08
warmiñsko-mazurskie;28;6;34;0.20;0.04;0.24;0;0;0;38;0;0;284;40;244;0;t28;2023-02-08
wielkopolskie;55;17;72;0.16;0.05;0.21;1;1;0;53;0;0;335;79;252;4;t30;2023-02-08
zachodniopomorskie;28;16;44;0.17;0.09;0.26;0;0;0;95;0;0;430;46;384;0;t32;2023-02-08
