wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9609;2.51;29;6;23;612;24044;445032;55001;10668;43542;791;t00;2021-12-19
dolnoœl¹skie;899;3.10;0;0;0;22;2218;34113;3935;1030;2850;55;t02;2021-12-19
kujawsko-pomorskie;385;1.86;10;1;9;43;1251;23283;2273;428;1821;24;t04;2021-12-19
lubelskie;177;0.84;0;0;0;26;752;14301;2113;197;1910;6;t06;2021-12-19
lubuskie;270;2.67;3;3;0;7;697;15634;1363;300;1040;23;t08;2021-12-19
³ódzkie;575;2.35;1;0;1;47;1332;25924;3324;677;2628;19;t10;2021-12-19
ma³opolskie;824;2.41;4;0;4;39;2262;37944;5168;915;4086;167;t12;2021-12-19
mazowieckie;1628;3.00;6;1;5;73;3502;66858;9903;1777;7986;140;t14;2021-12-19
opolskie;342;3.49;0;0;0;5;852;14217;1314;392;912;10;t16;2021-12-19
podkarpackie;264;1.24;2;0;2;16;918;16903;2081;308;1743;30;t18;2021-12-19
podlaskie;79;0.67;1;1;0;7;312;6302;1068;93;974;1;t20;2021-12-19
pomorskie;831;3.54;0;0;0;16;1479;31728;4132;911;3184;37;t22;2021-12-19
œl¹skie;1360;3.02;0;0;0;96;3023;53060;6707;1480;5115;112;t24;2021-12-19
œwiêtokrzyskie;191;1.55;0;0;0;4;610;9724;1387;224;1139;24;t26;2021-12-19
warmiñsko-mazurskie;246;1.73;0;0;0;15;894;18616;1321;267;1040;14;t28;2021-12-19
wielkopolskie;834;2.38;0;0;0;49;2650;53302;4051;900;3080;71;t30;2021-12-19
zachodniopomorskie;616;3.64;2;0;2;147;1200;23080;2754;671;2038;45;t32;2021-12-19
