wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;211;0.06;2;0;2;1805;215;65896;46087;256;45781;50;t00;2021-08-13
dolnoœl¹skie;14;0.05;0;0;0;130;13;6389;2909;15;2892;2;t02;2021-08-13
kujawsko-pomorskie;9;0.04;0;0;0;74;9;1962;1959;13;1946;0;t04;2021-08-13
lubelskie;11;0.05;0;0;0;106;14;3034;2069;11;2055;3;t06;2021-08-13
lubuskie;3;0.03;0;0;0;30;1;1630;1021;3;1016;2;t08;2021-08-13
³ódzkie;5;0.02;0;0;0;99;6;5070;2846;9;2833;4;t10;2021-08-13
ma³opolskie;19;0.06;0;0;0;175;44;4171;3872;25;3845;2;t12;2021-08-13
mazowieckie;24;0.04;0;0;0;349;35;19177;5208;25;5173;10;t14;2021-08-13
opolskie;4;0.04;0;0;0;36;7;1711;1173;4;1168;1;t16;2021-08-13
podkarpackie;15;0.07;0;0;0;110;12;2067;2853;22;2830;1;t18;2021-08-13
podlaskie;27;0.23;0;0;0;65;10;1396;1213;29;1182;2;t20;2021-08-13
pomorskie;14;0.06;1;0;1;143;6;3798;2543;17;2521;5;t22;2021-08-13
œl¹skie;24;0.05;0;0;0;206;20;5479;5210;31;5170;9;t24;2021-08-13
œwiêtokrzyskie;6;0.05;1;0;1;38;14;1032;1287;6;1280;1;t26;2021-08-13
warmiñsko-mazurskie;1;0.01;0;0;0;44;4;1246;1636;3;1632;1;t28;2021-08-13
wielkopolskie;18;0.05;0;0;0;133;10;5558;2792;20;2770;2;t30;2021-08-13
zachodniopomorskie;7;0.04;0;0;0;65;7;2150;1873;12;1858;3;t32;2021-08-13
