wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;215;0.06;52;10;42;4411;358;60547;58596;351;58080;165;t00;2021-06-14
dolnoœl¹skie;14;0.05;9;2;7;378;34;4401;3952;23;3918;11;t02;2021-06-14
kujawsko-pomorskie;8;0.04;1;0;1;276;17;1697;3087;11;3062;14;t04;2021-06-14
lubelskie;25;0.12;1;0;1;273;15;3587;2990;33;2947;10;t06;2021-06-14
lubuskie;4;0.04;2;1;1;97;5;1376;1521;5;1513;3;t08;2021-06-14
³ódzkie;27;0.11;3;0;3;399;25;4730;4189;42;4130;17;t10;2021-06-14
ma³opolskie;12;0.04;6;3;3;278;29;3476;4391;16;4365;10;t12;2021-06-14
mazowieckie;30;0.06;4;0;4;655;39;21281;8627;51;8549;27;t14;2021-06-14
opolskie;0;0;2;0;2;84;17;1248;1300;8;1292;0;t16;2021-06-14
podkarpackie;5;0.02;2;0;2;152;11;1455;2801;33;2764;4;t18;2021-06-14
podlaskie;5;0.04;1;0;1;92;6;831;1389;9;1379;1;t20;2021-06-14
pomorskie;9;0.04;2;0;2;279;15;3149;3867;11;3848;8;t22;2021-06-14
œl¹skie;23;0.05;8;2;6;509;49;4164;6528;39;6470;19;t24;2021-06-14
œwiêtokrzyskie;7;0.06;2;0;2;126;8;1574;1425;10;1409;6;t26;2021-06-14
warmiñsko-mazurskie;9;0.06;1;0;1;159;12;1003;1797;16;1778;3;t28;2021-06-14
wielkopolskie;21;0.06;7;2;5;406;59;4662;4013;22;3975;16;t30;2021-06-14
zachodniopomorskie;13;0.08;1;0;1;245;15;1889;2595;19;2566;10;t32;2021-06-14
