wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;428;0.11;108;27;81;4293;378;59658;58099;677;57187;235;t00;2021-06-08
dolnoœl¹skie;44;0.15;10;8;2;327;41;4482;4122;61;4047;14;t02;2021-06-08
kujawsko-pomorskie;16;0.08;7;1;6;189;14;1804;2766;25;2730;11;t04;2021-06-08
lubelskie;32;0.15;9;2;7;239;16;2512;2719;35;2673;11;t06;2021-06-08
lubuskie;8;0.08;2;1;1;82;10;1335;1525;8;1514;3;t08;2021-06-08
³ódzkie;36;0.15;13;2;11;439;22;4743;4284;50;4209;25;t10;2021-06-08
ma³opolskie;36;0.11;6;3;3;304;19;3799;4605;38;4553;14;t12;2021-06-08
mazowieckie;58;0.11;19;3;16;613;56;18796;9296;183;9069;44;t14;2021-06-08
opolskie;13;0.13;0;0;0;85;15;1569;1204;17;1173;14;t16;2021-06-08
podkarpackie;4;0.02;1;0;1;280;10;1625;2660;17;2640;3;t18;2021-06-08
podlaskie;8;0.07;4;0;4;69;16;993;1267;13;1247;7;t20;2021-06-08
pomorskie;8;0.03;1;0;1;265;22;3369;3929;16;3892;21;t22;2021-06-08
œl¹skie;47;0.10;11;2;9;502;46;4758;6099;65;6011;23;t24;2021-06-08
œwiêtokrzyskie;10;0.08;2;0;2;92;14;1020;1558;15;1535;8;t26;2021-06-08
warmiñsko-mazurskie;15;0.11;5;0;5;124;7;1137;1723;20;1701;2;t28;2021-06-08
wielkopolskie;56;0.16;14;5;9;467;37;5343;4540;66;4452;22;t30;2021-06-08
zachodniopomorskie;28;0.17;4;0;4;207;30;2353;2619;39;2570;10;t32;2021-06-08
