wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12493;3.26;24;9;15;847;8626;376479;54721;13341;40616;764;t00;2021-11-06
dolnoœl¹skie;709;2.45;0;0;0;31;423;18905;3222;760;2431;31;t02;2021-11-06
kujawsko-pomorskie;399;1.93;0;0;0;51;332;15274;2078;438;1618;22;t04;2021-11-06
lubelskie;1288;6.12;1;1;0;88;1515;35078;3597;1343;2230;24;t06;2021-11-06
lubuskie;253;2.50;0;0;0;9;133;8095;1144;267;858;19;t08;2021-11-06
³ódzkie;902;3.68;1;0;1;44;499;24176;3970;967;2967;36;t10;2021-11-06
ma³opolskie;820;2.40;0;0;0;69;391;18133;4222;878;3300;44;t12;2021-11-06
mazowieckie;2846;5.24;19;6;13;212;1882;90667;10587;3052;7244;291;t14;2021-11-06
opolskie;277;2.82;0;0;0;7;124;7025;1232;294;915;23;t16;2021-11-06
podkarpackie;553;2.60;0;0;0;53;361;15214;2799;598;2185;16;t18;2021-11-06
podlaskie;637;5.41;1;0;1;28;720;22284;1961;677;1250;34;t20;2021-11-06
pomorskie;565;2.41;0;0;0;26;396;26098;3284;593;2657;34;t22;2021-11-06
œl¹skie;1004;2.23;0;0;0;61;499;24583;4971;1051;3862;58;t24;2021-11-06
œwiêtokrzyskie;216;1.76;0;0;0;0;148;6240;1293;242;1034;17;t26;2021-11-06
warmiñsko-mazurskie;411;2.89;2;2;0;15;331;16396;1545;448;1077;20;t28;2021-11-06
wielkopolskie;941;2.69;0;0;0;80;401;27024;4116;990;3065;61;t30;2021-11-06
zachodniopomorskie;539;3.18;0;0;0;73;438;21246;2596;601;1975;20;t32;2021-11-06
