wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;8245;2.15;60;28;32;972;27518;394442;44934;9505;34725;704;t00;2021-04-05
dolnoœl¹skie;591;2.04;1;1;0;47;2520;33826;2487;663;1800;24;t02;2021-04-05
kujawsko-pomorskie;368;1.78;4;2;2;120;1313;18331;2115;541;1518;56;t04;2021-04-05
lubelskie;239;1.14;0;0;0;46;845;14205;1576;304;1255;17;t06;2021-04-05
lubuskie;205;2.03;8;7;1;12;609;10628;2006;237;1759;10;t08;2021-04-05
³ódzkie;497;2.03;2;0;2;88;1618;24115;2280;531;1719;30;t10;2021-04-05
ma³opolskie;663;1.94;2;1;1;119;2335;34095;4448;721;3657;70;t12;2021-04-05
mazowieckie;1792;3.30;7;3;4;63;4348;65155;7552;2187;5146;219;t14;2021-04-05
opolskie;209;2.13;0;0;0;10;565;8268;2001;235;1763;3;t16;2021-04-05
podkarpackie;334;1.57;2;0;2;133;1179;19616;1798;361;1417;20;t18;2021-04-05
podlaskie;92;0.78;1;0;1;4;381;6574;646;106;532;8;t20;2021-04-05
pomorskie;573;2.44;5;2;3;34;1747;22982;2920;622;2245;53;t22;2021-04-05
œl¹skie;1228;2.72;1;0;1;95;4520;57180;5155;1344;3721;90;t24;2021-04-05
œwiêtokrzyskie;209;1.70;4;3;1;18;626;10738;1226;263;942;21;t26;2021-04-05
warmiñsko-mazurskie;125;0.88;0;0;0;12;639;10407;866;140;719;7;t28;2021-04-05
wielkopolskie;731;2.09;22;9;13;142;3273;44416;3409;783;2584;42;t30;2021-04-05
zachodniopomorskie;274;1.62;1;0;1;29;887;13854;1810;340;1448;22;t32;2021-04-05
