wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;962;418;1380;0.25;0.11;0.36;0;0;0;1528;0;0;3738;1431;2305;2;t00;2024-10-01
dolnoœl¹skie;44;27;71;0.15;0.09;0.24;0;0;0;67;0;0;191;72;119;0;t02;2024-10-01
kujawsko-pomorskie;65;38;103;0.31;0.18;0.50;0;0;0;137;0;0;282;108;174;0;t04;2024-10-01
lubelskie;94;50;144;0.45;0.24;0.68;0;0;0;183;0;0;298;158;140;0;t06;2024-10-01
lubuskie;20;10;30;0.20;0.10;0.30;0;0;0;23;0;0;71;30;41;0;t08;2024-10-01
³ódzkie;33;9;42;0.13;0.04;0.17;0;0;0;77;0;0;152;44;108;0;t10;2024-10-01
ma³opolskie;83;24;107;0.24;0.07;0.31;0;0;0;132;0;0;311;109;201;1;t12;2024-10-01
mazowieckie;166;78;244;0.31;0.14;0.45;0;0;0;203;0;0;805;245;560;0;t14;2024-10-01
opolskie;21;7;28;0.21;0.07;0.29;0;0;0;26;0;0;72;28;44;0;t16;2024-10-01
podkarpackie;61;20;81;0.29;0.09;0.38;0;0;0;104;0;0;199;86;113;0;t18;2024-10-01
podlaskie;71;23;94;0.60;0.20;0.80;0;0;0;123;0;0;207;95;112;0;t20;2024-10-01
pomorskie;31;12;43;0.13;0.05;0.18;0;0;0;55;0;0;165;45;119;1;t22;2024-10-01
œl¹skie;79;39;118;0.18;0.09;0.26;0;0;0;140;0;0;306;120;186;0;t24;2024-10-01
œwiêtokrzyskie;46;17;63;0.37;0.14;0.51;0;0;0;45;0;0;102;74;28;0;t26;2024-10-01
warmiñsko-mazurskie;38;16;54;0.27;0.11;0.38;0;0;0;56;0;0;130;55;75;0;t28;2024-10-01
wielkopolskie;70;24;94;0.20;0.07;0.27;0;0;0;90;0;0;213;96;117;0;t30;2024-10-01
zachodniopomorskie;37;22;59;0.22;0.13;0.35;0;0;0;65;0;0;143;61;82;0;t32;2024-10-01
