wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4728;1.23;93;33;60;243;5711;138266;31353;5105;25782;466;t00;2021-02-06
dolnoœl¹skie;244;0.84;0;0;0;6;330;8341;2415;266;2125;24;t02;2021-02-06
kujawsko-pomorskie;381;1.84;3;2;1;26;464;9692;1916;426;1451;39;t04;2021-02-06
lubelskie;201;0.96;8;3;5;9;280;5986;1360;213;1128;19;t06;2021-02-06
lubuskie;197;1.95;0;0;0;4;158;4352;837;214;616;7;t08;2021-02-06
³ódzkie;200;0.82;3;1;2;13;297;8822;1903;224;1649;30;t10;2021-02-06
ma³opolskie;226;0.66;0;0;0;10;236;6740;1890;242;1606;42;t12;2021-02-06
mazowieckie;744;1.37;14;3;11;47;894;27788;4769;799;3886;84;t14;2021-02-06
opolskie;82;0.84;2;0;2;2;134;2610;806;90;701;15;t16;2021-02-06
podkarpackie;191;0.90;5;1;4;16;179;4502;1336;217;1101;18;t18;2021-02-06
podlaskie;133;1.13;7;0;7;2;216;3993;640;146;490;4;t20;2021-02-06
pomorskie;554;2.36;2;0;2;43;532;13408;2454;583;1821;50;t22;2021-02-06
œl¹skie;393;0.87;3;0;3;26;391;9879;2416;414;1967;35;t24;2021-02-06
œwiêtokrzyskie;125;1.02;7;1;6;1;73;1964;982;135;814;33;t26;2021-02-06
warmiñsko-mazurskie;214;1.51;5;0;5;8;434;8337;919;230;677;12;t28;2021-02-06
wielkopolskie;484;1.38;28;22;6;20;626;13989;2826;513;2299;14;t30;2021-02-06
zachodniopomorskie;228;1.35;6;0;6;10;395;7848;1440;253;1162;25;t32;2021-02-06
