wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;19397;5.06;543;145;398;32680;29265;589220;102299;21128;79634;1537;t00;2021-12-17
dolnoœl¹skie;1624;5.60;40;31;9;2430;2787;46391;7500;1778;5630;92;t02;2021-12-17
kujawsko-pomorskie;1099;5.31;16;1;15;1979;1651;31330;5209;1175;3974;60;t04;2021-12-17
lubelskie;516;2.45;26;5;21;1483;839;18407;4034;569;3433;32;t06;2021-12-17
lubuskie;595;5.89;8;4;4;943;1005;20611;2605;661;1902;42;t08;2021-12-17
³ódzkie;1138;4.65;42;16;26;2035;1800;33530;6960;1294;5549;117;t10;2021-12-17
ma³opolskie;1664;4.87;38;10;28;2937;2643;50807;8382;1779;6464;139;t12;2021-12-17
mazowieckie;2879;5.30;50;15;35;3964;4077;87952;16693;3140;13217;336;t14;2021-12-17
opolskie;662;6.75;21;3;18;917;1029;20023;2544;720;1772;52;t16;2021-12-17
podkarpackie;669;3.15;87;7;80;1150;1010;21355;4567;738;3799;30;t18;2021-12-17
podlaskie;252;2.14;12;0;12;655;460;8632;2064;287;1761;16;t20;2021-12-17
pomorskie;1282;5.46;33;2;31;2008;1850;40931;6418;1367;4964;87;t22;2021-12-17
œl¹skie;2581;5.73;58;17;41;4420;3889;71164;11980;2798;9002;180;t24;2021-12-17
œwiêtokrzyskie;412;3.35;21;1;20;850;654;12978;2426;461;1932;33;t26;2021-12-17
warmiñsko-mazurskie;792;5.58;16;6;10;1323;994;23981;3872;867;2972;33;t28;2021-12-17
wielkopolskie;2008;5.74;54;25;29;3573;2795;71322;8727;2108;6450;169;t30;2021-12-17
zachodniopomorskie;1077;6.36;21;2;19;1976;1680;29709;4867;1218;3544;105;t32;2021-12-17
