wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12334;3.22;8;5;3;848;14728;381821;48557;13350;34567;640;t00;2021-11-21
dolnoœl¹skie;931;3.21;0;0;0;43;873;24154;3052;1019;2012;21;t02;2021-11-21
kujawsko-pomorskie;575;2.78;4;4;0;111;758;19949;2274;621;1578;75;t04;2021-11-21
lubelskie;521;2.48;0;0;0;35;1548;25076;2152;591;1544;17;t06;2021-11-21
lubuskie;359;3.55;0;0;0;8;261;8955;1351;386;944;21;t08;2021-11-21
³ódzkie;710;2.90;0;0;0;52;960;22994;3145;791;2339;15;t10;2021-11-21
ma³opolskie;1058;3.10;0;0;0;45;941;25412;4169;1141;2982;46;t12;2021-11-21
mazowieckie;2638;4.86;2;1;1;178;3232;77352;9140;2851;6125;164;t14;2021-11-21
opolskie;395;4.03;0;0;0;22;235;9883;1419;423;989;7;t16;2021-11-21
podkarpackie;377;1.77;0;0;0;33;676;16482;2215;427;1774;14;t18;2021-11-21
podlaskie;302;2.57;0;0;0;8;673;12123;1116;332;773;11;t20;2021-11-21
pomorskie;676;2.88;1;0;1;37;873;25991;2954;712;2198;44;t22;2021-11-21
œl¹skie;1318;2.92;0;0;0;64;985;36037;5330;1416;3844;70;t24;2021-11-21
œwiêtokrzyskie;241;1.96;0;0;0;1;274;6660;1228;264;959;5;t26;2021-11-21
warmiñsko-mazurskie;327;2.30;0;0;0;13;561;15123;1371;352;997;22;t28;2021-11-21
wielkopolskie;841;2.40;0;0;0;61;903;36808;3351;893;2418;40;t30;2021-11-21
zachodniopomorskie;912;5.39;1;0;1;136;888;18772;2685;970;1652;63;t32;2021-11-21
