wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1541;299;1840;0.40;0.08;0.48;4;1;3;1863;10;0;7111;1958;5132;21;t00;2022-07-13
dolnoœl¹skie;121;23;144;0.42;0.08;0.50;2;1;1;124;0;0;364;149;214;1;t02;2022-07-13
kujawsko-pomorskie;59;16;75;0.29;0.08;0.36;0;0;0;83;4;0;310;79;231;0;t04;2022-07-13
lubelskie;42;12;54;0.20;0.06;0.26;0;0;0;87;0;0;430;57;372;1;t06;2022-07-13
lubuskie;30;2;32;0.30;0.02;0.32;0;0;0;33;0;0;124;34;89;1;t08;2022-07-13
³ódzkie;96;21;117;0.39;0.09;0.48;0;0;0;152;0;0;342;120;221;1;t10;2022-07-13
ma³opolskie;155;25;180;0.45;0.07;0.53;0;0;0;194;2;0;604;186;416;2;t12;2022-07-13
mazowieckie;319;62;381;0.59;0.11;0.70;1;0;1;352;2;0;1532;403;1127;2;t14;2022-07-13
opolskie;27;8;35;0.28;0.08;0.36;0;0;0;40;0;0;193;40;153;0;t16;2022-07-13
podkarpackie;47;7;54;0.22;0.03;0.25;0;0;0;38;1;0;236;62;173;1;t18;2022-07-13
podlaskie;39;10;49;0.33;0.08;0.42;0;0;0;74;0;0;190;50;139;1;t20;2022-07-13
pomorskie;95;20;115;0.40;0.09;0.49;0;0;0;103;0;0;368;125;241;2;t22;2022-07-13
œl¹skie;196;42;238;0.43;0.09;0.53;0;0;0;285;0;0;744;258;483;3;t24;2022-07-13
œwiêtokrzyskie;48;5;53;0.39;0.04;0.43;1;0;1;56;1;0;258;54;203;1;t26;2022-07-13
warmiñsko-mazurskie;53;8;61;0.37;0.06;0.43;0;0;0;47;0;0;260;66;194;0;t28;2022-07-13
wielkopolskie;103;20;123;0.29;0.06;0.35;0;0;0;107;0;0;458;134;324;0;t30;2022-07-13
zachodniopomorskie;55;16;71;0.32;0.09;0.42;0;0;0;86;0;0;260;79;179;2;t32;2022-07-13
