wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;545;73;618;0.14;0.02;0.16;0;0;0;33;5;0;2940;673;2254;13;t00;2022-07-31
dolnoœl¹skie;44;4;48;0.15;0.01;0.17;0;0;0;1;0;0;152;53;99;0;t02;2022-07-31
kujawsko-pomorskie;26;4;30;0.13;0.02;0.14;0;0;0;2;3;0;94;31;63;0;t04;2022-07-31
lubelskie;30;4;34;0.14;0.02;0.16;0;0;0;4;0;0;159;34;125;0;t06;2022-07-31
lubuskie;8;0;8;0.08;0;0.08;0;0;0;0;0;0;43;9;34;0;t08;2022-07-31
³ódzkie;42;6;48;0.17;0.02;0.20;0;0;0;12;0;0;182;51;130;1;t10;2022-07-31
ma³opolskie;35;4;39;0.10;0.01;0.11;0;0;0;4;0;0;249;41;207;1;t12;2022-07-31
mazowieckie;75;12;87;0.14;0.02;0.16;0;0;0;2;1;0;553;101;449;3;t14;2022-07-31
opolskie;19;4;23;0.19;0.04;0.23;0;0;0;0;0;0;98;27;70;1;t16;2022-07-31
podkarpackie;29;5;34;0.14;0.02;0.16;0;0;0;0;0;0;192;37;154;1;t18;2022-07-31
podlaskie;12;3;15;0.10;0.03;0.13;0;0;0;3;0;0;46;16;29;1;t20;2022-07-31
pomorskie;22;4;26;0.09;0.02;0.11;0;0;0;1;0;0;147;27;119;1;t22;2022-07-31
œl¹skie;76;4;80;0.17;0.01;0.18;0;0;0;0;0;0;288;85;201;2;t24;2022-07-31
œwiêtokrzyskie;16;4;20;0.13;0.03;0.16;0;0;0;1;1;0;141;21;120;0;t26;2022-07-31
warmiñsko-mazurskie;14;2;16;0.10;0.01;0.11;0;0;0;0;0;0;93;17;76;0;t28;2022-07-31
wielkopolskie;38;8;46;0.11;0.02;0.13;0;0;0;1;0;0;207;54;153;0;t30;2022-07-31
zachodniopomorskie;27;3;30;0.16;0.02;0.18;0;0;0;2;0;0;95;34;61;0;t32;2022-07-31
