wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1063;527;1590;0.28;0.14;0.41;0;0;0;1929;0;0;4289;1633;2653;3;t00;2024-10-07
dolnoœl¹skie;37;19;56;0.13;0.07;0.19;0;0;0;46;0;0;136;57;79;0;t02;2024-10-07
kujawsko-pomorskie;108;52;160;0.52;0.25;0.77;0;0;0;211;0;0;450;161;288;1;t04;2024-10-07
lubelskie;127;78;205;0.60;0.37;0.97;0;0;0;262;0;0;413;210;203;0;t06;2024-10-07
lubuskie;16;9;25;0.16;0.09;0.25;0;0;0;31;0;0;87;25;62;0;t08;2024-10-07
³ódzkie;51;19;70;0.21;0.08;0.29;0;0;0;90;0;0;162;73;89;0;t10;2024-10-07
ma³opolskie;99;43;142;0.29;0.13;0.42;0;0;0;199;0;0;348;144;204;0;t12;2024-10-07
mazowieckie;139;71;210;0.26;0.13;0.39;0;0;0;223;0;0;781;216;564;1;t14;2024-10-07
opolskie;29;9;38;0.30;0.09;0.39;0;0;0;30;0;0;101;38;63;0;t16;2024-10-07
podkarpackie;71;25;96;0.33;0.12;0.45;0;0;0;113;0;0;229;97;131;1;t18;2024-10-07
podlaskie;53;27;80;0.45;0.23;0.68;0;0;0;120;0;0;208;85;123;0;t20;2024-10-07
pomorskie;31;20;51;0.13;0.09;0.22;0;0;0;87;0;0;183;51;132;0;t22;2024-10-07
œl¹skie;85;60;145;0.19;0.13;0.32;0;0;0;211;0;0;378;149;229;0;t24;2024-10-07
œwiêtokrzyskie;45;13;58;0.37;0.11;0.47;0;0;0;38;0;0;91;60;31;0;t26;2024-10-07
warmiñsko-mazurskie;48;25;73;0.34;0.18;0.51;0;0;0;88;0;0;215;75;140;0;t28;2024-10-07
wielkopolskie;82;27;109;0.23;0.08;0.31;0;0;0;95;0;0;219;113;106;0;t30;2024-10-07
zachodniopomorskie;38;26;64;0.22;0.15;0.38;0;0;0;81;0;0;173;65;108;0;t32;2024-10-07
