wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;27356;7.13;502;171;331;42883;20990;713321;109011;29432;77868;1711;t00;2021-12-01
dolnoœl¹skie;2345;8.09;11;9;2;3234;1460;53754;8016;2514;5351;151;t02;2021-12-01
kujawsko-pomorskie;1726;8.34;20;8;12;2531;1218;37627;6299;1830;4381;88;t04;2021-12-01
lubelskie;925;4.40;59;17;42;2072;1653;28712;5475;1000;4429;46;t06;2021-12-01
lubuskie;747;7.39;14;11;3;1268;455;22416;2927;810;2054;63;t08;2021-12-01
³ódzkie;1666;6.80;39;10;29;2541;1191;39362;7463;1883;5511;69;t10;2021-12-01
ma³opolskie;2327;6.82;50;29;21;3549;1543;57278;8303;2495;5653;155;t12;2021-12-01
mazowieckie;4048;7.46;69;36;33;5654;4184;119891;16947;4372;12235;340;t14;2021-12-01
opolskie;962;9.81;16;4;12;1282;399;23169;2938;1015;1875;48;t16;2021-12-01
podkarpackie;1060;4.99;20;6;14;1609;961;26395;4941;1166;3765;10;t18;2021-12-01
podlaskie;567;4.82;33;1;32;1238;644;16885;2598;610;1959;29;t20;2021-12-01
pomorskie;1660;7.07;41;7;34;2504;1298;48873;6909;1742;5040;127;t22;2021-12-01
œl¹skie;3627;8.05;53;18;35;5906;1738;84830;12760;3865;8701;194;t24;2021-12-01
œwiêtokrzyskie;638;5.19;19;0;19;1004;486;15209;2743;710;2001;32;t26;2021-12-01
warmiñsko-mazurskie;926;6.52;11;1;10;1824;841;27120;3704;994;2639;71;t28;2021-12-01
wielkopolskie;2539;7.25;33;14;19;4179;1788;76741;8949;2675;6104;170;t30;2021-12-01
zachodniopomorskie;1403;8.29;14;0;14;2432;1021;34919;5472;1548;3821;103;t32;2021-12-01
