wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3712;698;4410;0.97;0.18;1.15;15;7;8;4241;4;0;11628;4669;6922;37;t00;2022-08-05
dolnoœl¹skie;246;54;300;0.85;0.19;1.04;1;0;1;249;0;0;675;318;356;1;t02;2022-08-05
kujawsko-pomorskie;181;42;223;0.87;0.20;1.08;2;0;2;217;1;0;539;234;304;1;t04;2022-08-05
lubelskie;185;23;208;0.88;0.11;0.99;0;0;0;240;0;0;691;227;464;0;t06;2022-08-05
lubuskie;72;23;95;0.71;0.23;0.94;0;0;0;73;0;0;225;100;121;4;t08;2022-08-05
³ódzkie;217;47;264;0.89;0.19;1.08;1;1;0;286;0;0;622;277;342;3;t10;2022-08-05
ma³opolskie;349;60;409;1.02;0.18;1.20;1;0;1;411;0;0;1028;431;590;7;t12;2022-08-05
mazowieckie;670;113;783;1.23;0.21;1.44;2;0;2;721;0;0;2146;812;1330;4;t14;2022-08-05
opolskie;79;16;95;0.81;0.16;0.97;2;0;2;93;0;0;268;105;162;1;t16;2022-08-05
podkarpackie;191;26;217;0.90;0.12;1.02;0;0;0;191;2;0;624;233;389;2;t18;2022-08-05
podlaskie;134;46;180;1.14;0.39;1.53;0;0;0;195;0;0;444;195;249;0;t20;2022-08-05
pomorskie;205;39;244;0.87;0.17;1.04;1;1;0;247;0;0;628;258;369;1;t22;2022-08-05
œl¹skie;436;81;517;0.97;0.18;1.15;2;2;0;528;1;0;1248;538;707;3;t24;2022-08-05
œwiêtokrzyskie;141;18;159;1.15;0.15;1.29;0;0;0;170;0;0;424;163;261;0;t26;2022-08-05
warmiñsko-mazurskie;135;37;172;0.95;0.26;1.21;0;0;0;175;0;0;507;182;324;1;t28;2022-08-05
wielkopolskie;254;44;298;0.73;0.13;0.85;3;3;0;255;0;0;730;327;397;6;t30;2022-08-05
zachodniopomorskie;157;28;185;0.93;0.17;1.09;0;0;0;177;0;0;484;200;283;1;t32;2022-08-05
