wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;106;18;124;0.03;0.00;0.03;0;0;0;6;0;0;2377;137;2233;7;t00;2022-12-17
dolnoœl¹skie;11;1;12;0.04;0.00;0.04;0;0;0;0;0;0;80;13;67;0;t02;2022-12-17
kujawsko-pomorskie;5;0;5;0.02;0;0.02;0;0;0;0;0;0;84;5;79;0;t04;2022-12-17
lubelskie;13;3;16;0.06;0.01;0.08;0;0;0;0;0;0;252;18;232;2;t06;2022-12-17
lubuskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;36;2;32;2;t08;2022-12-17
³ódzkie;6;0;6;0.02;0;0.02;0;0;0;0;0;0;109;7;102;0;t10;2022-12-17
ma³opolskie;6;1;7;0.02;0.00;0.02;0;0;0;0;0;0;158;9;149;0;t12;2022-12-17
mazowieckie;17;5;22;0.03;0.01;0.04;0;0;0;3;0;0;492;23;469;0;t14;2022-12-17
opolskie;1;2;3;0.01;0.02;0.03;0;0;0;0;0;0;65;7;58;0;t16;2022-12-17
podkarpackie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;124;4;120;0;t18;2022-12-17
podlaskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;66;1;65;0;t20;2022-12-17
pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;1;0;0;92;3;89;0;t22;2022-12-17
œl¹skie;7;1;8;0.02;0.00;0.02;0;0;0;0;0;0;180;8;172;0;t24;2022-12-17
œwiêtokrzyskie;3;1;4;0.02;0.01;0.03;0;0;0;0;0;0;98;4;94;0;t26;2022-12-17
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;93;1;92;0;t28;2022-12-17
wielkopolskie;11;3;14;0.03;0.01;0.04;0;0;0;0;0;0;155;14;140;1;t30;2022-12-17
zachodniopomorskie;8;0;8;0.05;0;0.05;0;0;0;2;0;0;63;9;53;1;t32;2022-12-17
