wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;196;0.05;6;2;4;1589;186;66472;39373;236;39086;51;t00;2021-08-12
dolnoœl¹skie;15;0.05;0;0;0;118;10;6549;2701;20;2675;6;t02;2021-08-12
kujawsko-pomorskie;10;0.05;0;0;0;97;7;2041;1543;12;1529;2;t04;2021-08-12
lubelskie;12;0.06;0;0;0;92;12;3176;1781;12;1768;1;t06;2021-08-12
lubuskie;10;0.10;0;0;0;39;2;1678;885;12;871;2;t08;2021-08-12
³ódzkie;11;0.04;0;0;0;112;10;5128;2578;14;2558;6;t10;2021-08-12
ma³opolskie;22;0.06;0;0;0;138;40;4209;3072;24;3046;2;t12;2021-08-12
mazowieckie;26;0.05;1;1;0;283;30;18942;4566;28;4526;12;t14;2021-08-12
opolskie;4;0.04;1;0;1;36;4;1735;1097;4;1093;0;t16;2021-08-12
podkarpackie;13;0.06;1;0;1;83;9;2105;2308;20;2287;1;t18;2021-08-12
podlaskie;13;0.11;1;0;1;30;12;1514;1006;16;987;3;t20;2021-08-12
pomorskie;8;0.03;0;0;0;131;11;3836;2098;9;2086;3;t22;2021-08-12
œl¹skie;20;0.04;0;0;0;174;15;5544;4800;26;4769;5;t24;2021-08-12
œwiêtokrzyskie;4;0.03;0;0;0;33;3;1066;1166;5;1159;2;t26;2021-08-12
warmiñsko-mazurskie;5;0.04;0;0;0;50;6;1271;1176;8;1167;1;t28;2021-08-12
wielkopolskie;7;0.02;0;0;0;124;7;5527;2389;8;2381;0;t30;2021-08-12
zachodniopomorskie;7;0.04;2;1;1;47;6;2121;1717;9;1705;3;t32;2021-08-12
