wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;333;0.09;7;5;2;543;1587;69079;32369;448;31786;135;t00;2021-05-30
dolnoœl¹skie;33;0.11;0;0;0;9;152;5379;2199;40;2148;11;t02;2021-05-30
kujawsko-pomorskie;9;0.04;0;0;0;18;61;2259;1190;12;1174;4;t04;2021-05-30
lubelskie;13;0.06;0;0;0;19;110;2897;1156;18;1134;4;t06;2021-05-30
lubuskie;9;0.09;0;0;0;18;34;1706;764;9;749;6;t08;2021-05-30
³ódzkie;24;0.10;0;0;0;58;130;5310;2075;42;2018;15;t10;2021-05-30
ma³opolskie;19;0.06;2;2;0;24;127;4273;3100;21;3068;11;t12;2021-05-30
mazowieckie;54;0.10;0;0;0;51;205;19169;6129;83;6023;23;t14;2021-05-30
opolskie;15;0.15;2;1;1;11;56;1770;720;17;702;1;t16;2021-05-30
podkarpackie;10;0.05;0;0;0;135;36;1827;1470;11;1456;3;t18;2021-05-30
podlaskie;11;0.09;0;0;0;2;38;1179;809;14;794;1;t20;2021-05-30
pomorskie;24;0.10;0;0;0;27;88;4552;2066;28;2027;11;t22;2021-05-30
œl¹skie;32;0.07;0;0;0;24;195;5729;3577;55;3512;10;t24;2021-05-30
œwiêtokrzyskie;13;0.11;0;0;0;9;47;1150;844;15;825;4;t26;2021-05-30
warmiñsko-mazurskie;9;0.06;0;0;0;5;32;1396;747;11;731;5;t28;2021-05-30
wielkopolskie;32;0.09;3;2;1;54;198;7282;2235;41;2179;15;t30;2021-05-30
zachodniopomorskie;20;0.12;0;0;0;75;71;3176;1324;25;1290;9;t32;2021-05-30
