wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7283;1.90;101;48;53;581;24079;265383;47649;8893;38056;700;t00;2021-04-18
dolnoœl¹skie;747;2.58;1;1;0;31;2358;24040;3368;921;2401;46;t02;2021-04-18
kujawsko-pomorskie;342;1.65;5;1;4;62;1215;12525;2144;470;1645;29;t04;2021-04-18
lubelskie;166;0.79;0;0;0;33;1008;11879;1483;218;1248;17;t06;2021-04-18
lubuskie;198;1.96;14;4;10;20;570;6687;1539;220;1302;17;t08;2021-04-18
³ódzkie;414;1.69;1;0;1;19;1563;17826;2465;481;1972;12;t10;2021-04-18
ma³opolskie;671;1.97;6;5;1;27;2061;23578;4237;741;3419;77;t12;2021-04-18
mazowieckie;1100;2.03;3;3;0;61;3268;38418;7316;1552;5592;172;t14;2021-04-18
opolskie;194;1.98;1;1;0;22;625;6612;1560;212;1339;9;t16;2021-04-18
podkarpackie;229;1.08;2;0;2;31;1101;11966;2312;382;1915;15;t18;2021-04-18
podlaskie;135;1.15;2;1;1;7;480;5070;808;148;648;12;t20;2021-04-18
pomorskie;383;1.63;0;0;0;21;1228;13700;3009;434;2519;56;t22;2021-04-18
œl¹skie;1171;2.60;14;4;10;84;3582;38034;5552;1321;4144;87;t24;2021-04-18
œwiêtokrzyskie;249;2.02;3;0;3;12;715;8208;1442;318;1070;54;t26;2021-04-18
warmiñsko-mazurskie;103;0.73;2;2;0;13;643;6473;1046;117;921;8;t28;2021-04-18
wielkopolskie;720;2.06;43;26;17;77;2656;29973;3963;856;3058;49;t30;2021-04-18
zachodniopomorskie;356;2.10;4;0;4;49;880;10028;2010;387;1610;13;t32;2021-04-18
