wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;25;16;41;0.01;0.00;0.01;1;0;1;75;0;0;594;42;552;0;t00;2023-08-14
dolnoœl¹skie;3;0;3;0.01;0;0.01;0;0;0;3;0;0;11;3;8;0;t02;2023-08-14
kujawsko-pomorskie;2;2;4;0.01;0.01;0.02;0;0;0;7;0;0;24;5;19;0;t04;2023-08-14
lubelskie;6;1;7;0.03;0.00;0.03;1;0;1;3;0;0;28;7;21;0;t06;2023-08-14
lubuskie;0;2;2;0;0.02;0.02;0;0;0;2;0;0;5;2;3;0;t08;2023-08-14
³ódzkie;3;0;3;0.01;0;0.01;0;0;0;5;0;0;7;3;4;0;t10;2023-08-14
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;7;0;0;10;1;9;0;t12;2023-08-14
mazowieckie;4;2;6;0.01;0.00;0.01;0;0;0;13;0;0;319;6;313;0;t14;2023-08-14
opolskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;24;1;23;0;t16;2023-08-14
podkarpackie;0;0;0;0;0;0;0;0;0;1;0;0;17;0;17;0;t18;2023-08-14
podlaskie;1;1;2;0.01;0.01;0.02;0;0;0;2;0;0;8;2;6;0;t20;2023-08-14
pomorskie;0;1;1;0;0.00;0.00;0;0;0;5;0;0;11;1;10;0;t22;2023-08-14
œl¹skie;0;4;4;0;0.01;0.01;0;0;0;13;0;0;28;4;24;0;t24;2023-08-14
œwiêtokrzyskie;2;0;2;0.02;0;0.02;0;0;0;2;0;0;6;2;4;0;t26;2023-08-14
warmiñsko-mazurskie;2;1;3;0.01;0.01;0.02;0;0;0;4;0;0;11;3;8;0;t28;2023-08-14
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;15;0;15;0;t30;2023-08-14
zachodniopomorskie;0;2;2;0;0.01;0.01;0;0;0;6;0;0;14;2;12;0;t32;2023-08-14
