wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1895;0.49;31;8;23;6522;1264;102759;38494;2121;36234;139;t00;2021-10-07
dolnoœl¹skie;85;0.29;1;0;1;357;86;6343;2503;105;2388;10;t02;2021-10-07
kujawsko-pomorskie;77;0.37;4;0;4;262;73;2929;1914;88;1812;14;t04;2021-10-07
lubelskie;368;1.75;10;4;6;980;236;12742;2639;399;2234;6;t06;2021-10-07
lubuskie;26;0.26;1;0;1;125;26;2304;961;27;930;4;t08;2021-10-07
³ódzkie;92;0.38;1;0;1;346;75;6347;2517;104;2403;10;t10;2021-10-07
ma³opolskie;99;0.29;1;1;0;419;78;5337;2621;108;2504;9;t12;2021-10-07
mazowieckie;396;0.73;4;1;3;1074;196;25533;5888;444;5419;25;t14;2021-10-07
opolskie;16;0.16;0;0;0;131;15;1936;819;22;793;4;t16;2021-10-07
podkarpackie;72;0.34;1;0;1;264;65;3272;2127;90;2034;3;t18;2021-10-07
podlaskie;192;1.63;1;0;1;435;87;8022;1451;204;1235;12;t20;2021-10-07
pomorskie;87;0.37;0;0;0;434;62;5728;2240;101;2135;4;t22;2021-10-07
œl¹skie;103;0.23;2;0;2;522;64;5468;4316;113;4196;7;t24;2021-10-07
œwiêtokrzyskie;28;0.23;0;0;0;93;12;1355;1184;34;1145;5;t26;2021-10-07
warmiñsko-mazurskie;53;0.37;2;1;1;210;52;3178;1204;60;1142;2;t28;2021-10-07
wielkopolskie;67;0.19;3;1;2;446;54;6845;2287;74;2200;13;t30;2021-10-07
zachodniopomorskie;115;0.68;0;0;0;414;80;5392;1995;127;1862;6;t32;2021-10-07
