wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;21283;5.55;803;182;621;28831;11128;357099;99099;22817;74545;1737;t00;2021-04-13
dolnoœl¹skie;1710;5.90;50;29;21;2493;1019;32562;7107;1887;5086;134;t02;2021-04-13
kujawsko-pomorskie;989;4.78;48;4;44;1671;453;16376;5068;1040;3966;62;t04;2021-04-13
lubelskie;1003;4.77;34;3;31;1464;291;14736;4650;1051;3531;68;t06;2021-04-13
lubuskie;438;4.34;18;15;3;693;304;8897;2446;472;1946;28;t08;2021-04-13
³ódzkie;1635;6.68;40;5;35;2166;842;23369;7277;1728;5480;69;t10;2021-04-13
ma³opolskie;1886;5.52;61;40;21;2240;1021;31717;8334;2029;6158;147;t12;2021-04-13
mazowieckie;2925;5.39;106;13;93;3529;1572;54344;13566;3149;10152;265;t14;2021-04-13
opolskie;499;5.09;24;7;17;659;279;8460;2300;552;1730;18;t16;2021-04-13
podkarpackie;818;3.85;50;9;41;1116;448;16729;4135;890;3196;49;t18;2021-04-13
podlaskie;540;4.59;23;2;21;629;155;6482;2247;572;1651;24;t20;2021-04-13
pomorskie;1108;4.72;38;3;35;1445;648;18777;5498;1173;4190;135;t22;2021-04-13
œl¹skie;3386;7.51;124;16;108;4623;2001;52648;12307;3648;8350;309;t24;2021-04-13
œwiêtokrzyskie;547;4.45;50;8;42;811;331;10529;2695;599;1944;152;t26;2021-04-13
warmiñsko-mazurskie;610;4.29;18;2;16;1031;168;9039;3010;642;2334;34;t28;2021-04-13
wielkopolskie;2102;6.01;88;25;63;3008;1185;39405;7978;2195;5684;99;t30;2021-04-13
zachodniopomorskie;839;4.96;31;1;30;1227;362;12880;4274;920;3254;100;t32;2021-04-13
