wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;2525;0.66;37;14;23;479;9103;141992;31030;2860;27896;274;t00;2021-05-02
dolnośląskie;223;0.77;1;1;0;19;900;13845;1934;259;1662;13;t02;2021-05-02
kujawsko-pomorskie;130;0.63;4;1;3;56;379;6660;1229;136;1083;10;t04;2021-05-02
lubelskie;88;0.42;0;0;0;34;394;6964;1085;97;982;6;t06;2021-05-02
lubuskie;35;0.35;0;0;0;7;219;3502;841;49;788;4;t08;2021-05-02
łódzkie;240;0.98;2;1;1;50;678;10116;1985;277;1694;14;t10;2021-05-02
małopolskie;220;0.64;8;4;4;18;772;11887;3353;253;3067;33;t12;2021-05-02
mazowieckie;366;0.67;2;0;2;26;1245;21667;4373;400;3939;34;t14;2021-05-02
opolskie;62;0.63;0;0;0;1;270;3913;1195;73;1121;1;t16;2021-05-02
podkarpackie;69;0.32;1;0;1;72;286;4582;1589;92;1485;12;t18;2021-05-02
podlaskie;34;0.29;0;0;0;2;147;2518;524;41;479;4;t20;2021-05-02
pomorskie;163;0.69;1;0;1;31;425;7564;2369;186;2148;35;t22;2021-05-02
śląskie;377;0.84;7;6;1;30;1471;18864;3791;417;3328;46;t24;2021-05-02
świętokrzyskie;61;0.50;1;1;0;3;294;3733;946;73;858;15;t26;2021-05-02
warmińsko-mazurskie;47;0.33;2;0;2;14;199;3517;787;56;725;6;t28;2021-05-02
wielkopolskie;243;0.69;5;0;5;51;981;15767;2117;262;1835;20;t30;2021-05-02
zachodniopomorskie;130;0.77;3;0;3;64;412;6794;1310;150;1148;12;t32;2021-05-02
