wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;18775;4.90;351;75;276;32375;14538;299942;65966;19932;44866;1168;t00;2021-03-11
dolnoœl¹skie;1407;4.85;20;3;17;2309;752;20121;4685;1529;3094;62;t02;2021-03-11
kujawsko-pomorskie;993;4.80;24;3;21;1992;786;16653;3859;1040;2762;57;t04;2021-03-11
lubelskie;618;2.94;14;2;12;1183;463;10825;3193;662;2481;50;t06;2021-03-11
lubuskie;751;7.43;10;8;2;892;284;8833;2133;799;1310;24;t08;2021-03-11
³ódzkie;868;3.54;22;0;22;1922;834;16312;3747;919;2753;75;t10;2021-03-11
ma³opolskie;1336;3.91;14;7;7;2274;1143;21807;4276;1403;2797;76;t12;2021-03-11
mazowieckie;3073;5.66;65;19;46;5827;2771;59935;9733;3293;6165;275;t14;2021-03-11
opolskie;360;3.67;5;0;5;525;179;4351;1398;370;1015;13;t16;2021-03-11
podkarpackie;1023;4.81;31;3;28;1498;778;17798;3283;1105;2139;39;t18;2021-03-11
podlaskie;471;4.00;14;0;14;700;420;7896;1576;493;1072;11;t20;2021-03-11
pomorskie;1526;6.50;24;2;22;2366;1215;26011;4846;1580;3138;128;t22;2021-03-11
œl¹skie;2302;5.11;37;8;29;4134;1822;31196;7285;2445;4728;112;t24;2021-03-11
œwiêtokrzyskie;409;3.33;1;0;1;632;296;6016;1765;469;1220;76;t26;2021-03-11
warmiñsko-mazurskie;969;6.82;22;3;19;1769;1045;16392;2918;1006;1872;40;t28;2021-03-11
wielkopolskie;1678;4.79;30;15;15;3146;1179;25851;5284;1761;3455;68;t30;2021-03-11
zachodniopomorskie;702;4.15;18;2;16;1186;476;9903;2858;743;2075;40;t32;2021-03-11
