wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;342;46;388;0.09;0.01;0.10;13;4;9;633;23;0;9765;442;9306;17;t00;2022-05-17
dolnoœl¹skie;17;4;21;0.06;0.01;0.07;2;2;0;32;1;0;499;27;471;1;t02;2022-05-17
kujawsko-pomorskie;17;3;20;0.08;0.01;0.10;0;0;0;33;4;0;364;23;340;1;t04;2022-05-17
lubelskie;23;5;28;0.11;0.02;0.13;0;0;0;52;4;0;683;28;654;1;t06;2022-05-17
lubuskie;1;2;3;0.01;0.02;0.03;0;0;0;8;1;0;141;3;138;0;t08;2022-05-17
³ódzkie;20;2;22;0.08;0.01;0.09;0;0;0;40;1;0;480;24;455;1;t10;2022-05-17
ma³opolskie;36;4;40;0.11;0.01;0.12;4;1;3;73;0;0;783;41;738;4;t12;2022-05-17
mazowieckie;69;5;74;0.13;0.01;0.14;6;1;5;115;4;0;1855;85;1766;4;t14;2022-05-17
opolskie;10;3;13;0.10;0.03;0.13;0;0;0;22;1;0;213;15;198;0;t16;2022-05-17
podkarpackie;13;3;16;0.06;0.01;0.08;0;0;0;19;5;0;625;22;601;2;t18;2022-05-17
podlaskie;12;3;15;0.10;0.03;0.13;1;0;1;38;0;0;344;21;323;0;t20;2022-05-17
pomorskie;19;0;19;0.08;0;0.08;0;0;0;42;0;0;525;20;504;1;t22;2022-05-17
œl¹skie;55;8;63;0.12;0.02;0.14;0;0;0;86;0;0;883;70;812;1;t24;2022-05-17
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;13;1;0;308;4;304;0;t26;2022-05-17
warmiñsko-mazurskie;8;2;10;0.06;0.01;0.07;0;0;0;13;0;0;477;12;465;0;t28;2022-05-17
wielkopolskie;15;0;15;0.04;0;0.04;0;0;0;19;1;0;454;17;436;1;t30;2022-05-17
zachodniopomorskie;12;2;14;0.07;0.01;0.08;0;0;0;28;0;0;271;18;253;0;t32;2022-05-17
