wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;89;14;103;0.02;0.00;0.03;0;0;0;3;0;0;2300;124;2168;8;t00;2023-01-08
dolnoœl¹skie;5;0;5;0.02;0;0.02;0;0;0;1;0;0;76;5;71;0;t02;2023-01-08
kujawsko-pomorskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;43;3;40;0;t04;2023-01-08
lubelskie;5;0;5;0.02;0;0.02;0;0;0;0;0;0;203;6;197;0;t06;2023-01-08
lubuskie;3;1;4;0.03;0.01;0.04;0;0;0;0;0;0;48;6;42;0;t08;2023-01-08
³ódzkie;7;1;8;0.03;0.00;0.03;0;0;0;0;0;0;119;9;109;1;t10;2023-01-08
ma³opolskie;8;1;9;0.02;0.00;0.03;0;0;0;0;0;0;137;9;127;1;t12;2023-01-08
mazowieckie;13;3;16;0.02;0.01;0.03;0;0;0;0;0;0;490;18;471;1;t14;2023-01-08
opolskie;5;3;8;0.05;0.03;0.08;0;0;0;0;0;0;87;11;76;0;t16;2023-01-08
podkarpackie;6;1;7;0.03;0.00;0.03;0;0;0;0;0;0;160;12;148;0;t18;2023-01-08
podlaskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;53;1;52;0;t20;2023-01-08
pomorskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;106;3;102;1;t22;2023-01-08
œl¹skie;10;2;12;0.02;0.00;0.03;0;0;0;1;0;0;206;13;192;1;t24;2023-01-08
œwiêtokrzyskie;6;0;6;0.05;0;0.05;0;0;0;0;0;0;141;8;133;0;t26;2023-01-08
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;38;1;37;0;t28;2023-01-08
wielkopolskie;3;2;5;0.01;0.01;0.01;0;0;0;1;0;0;96;6;89;1;t30;2023-01-08
zachodniopomorskie;4;0;4;0.02;0;0.02;0;0;0;0;0;0;90;6;84;0;t32;2023-01-08
