wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2118;0.55;49;14;35;11073;1134;104753;42848;2381;40320;147;t00;2021-10-11
dolnoœl¹skie;94;0.32;3;1;2;565;44;6078;2888;113;2767;8;t02;2021-10-11
kujawsko-pomorskie;61;0.29;1;0;1;474;35;3207;2024;69;1943;12;t04;2021-10-11
lubelskie;493;2.34;16;5;11;1794;224;12962;3380;543;2821;16;t06;2021-10-11
lubuskie;25;0.25;0;0;0;221;14;2243;1083;30;1051;2;t08;2021-10-11
³ódzkie;108;0.44;2;1;1;603;61;7210;3294;119;3163;12;t10;2021-10-11
ma³opolskie;99;0.29;3;1;2;680;74;5325;3017;115;2896;6;t12;2021-10-11
mazowieckie;326;0.60;4;2;2;1749;239;25729;6182;368;5786;28;t14;2021-10-11
opolskie;20;0.20;0;0;0;199;14;1945;971;24;944;3;t16;2021-10-11
podkarpackie;78;0.37;4;0;4;501;70;3576;2421;92;2326;3;t18;2021-10-11
podlaskie;234;1.99;4;0;4;815;77;7510;1568;256;1309;3;t20;2021-10-11
pomorskie;150;0.64;1;0;1;560;47;5892;2584;157;2422;5;t22;2021-10-11
œl¹skie;75;0.17;0;0;0;875;63;5988;3991;88;3890;13;t24;2021-10-11
œwiêtokrzyskie;34;0.28;3;3;0;201;11;1371;1262;38;1219;5;t26;2021-10-11
warmiñsko-mazurskie;92;0.65;5;1;4;423;29;3241;1750;102;1646;2;t28;2021-10-11
wielkopolskie;65;0.19;1;0;1;781;48;7299;2250;74;2163;13;t30;2021-10-11
zachodniopomorskie;132;0.78;2;0;2;617;70;5153;2106;156;1940;10;t32;2021-10-11
