wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3885;994;4879;1.01;0.26;1.27;28;5;23;6521;0;0;17546;5199;12285;62;t00;2022-09-27
dolnoœl¹skie;128;60;188;0.44;0.21;0.65;1;0;1;209;0;0;713;205;507;1;t02;2022-09-27
kujawsko-pomorskie;127;57;184;0.61;0.28;0.89;1;0;1;284;0;0;668;192;476;0;t04;2022-09-27
lubelskie;176;78;254;0.84;0.37;1.21;6;0;6;345;0;0;940;271;664;5;t06;2022-09-27
lubuskie;54;30;84;0.53;0.30;0.83;0;0;0;113;0;0;311;87;222;2;t08;2022-09-27
³ódzkie;134;53;187;0.55;0.22;0.76;0;0;0;310;0;0;675;198;474;3;t10;2022-09-27
ma³opolskie;161;66;227;0.47;0.19;0.66;1;0;1;424;0;0;859;234;620;5;t12;2022-09-27
mazowieckie;328;151;479;0.60;0.28;0.88;2;2;0;646;0;0;2120;516;1596;8;t14;2022-09-27
opolskie;44;24;68;0.45;0.24;0.69;2;0;2;95;0;0;387;84;303;0;t16;2022-09-27
podkarpackie;82;35;117;0.39;0.16;0.55;4;1;3;160;0;0;501;127;373;1;t18;2022-09-27
podlaskie;81;34;115;0.69;0.29;0.98;1;0;1;177;0;0;415;128;287;0;t20;2022-09-27
pomorskie;95;44;139;0.40;0.19;0.59;0;0;0;249;0;0;607;148;456;3;t22;2022-09-27
œl¹skie;251;133;384;0.56;0.30;0.85;3;1;2;568;0;0;1416;418;992;6;t24;2022-09-27
œwiêtokrzyskie;72;33;105;0.59;0.27;0.85;0;0;0;168;0;0;427;111;314;2;t26;2022-09-27
warmiñsko-mazurskie;67;58;125;0.47;0.41;0.88;0;0;0;187;0;0;612;140;468;4;t28;2022-09-27
wielkopolskie;152;98;250;0.43;0.28;0.71;1;0;1;352;0;0;943;275;662;6;t30;2022-09-27
zachodniopomorskie;56;38;94;0.33;0.22;0.56;0;0;0;147;0;0;439;104;334;1;t32;2022-09-27
