wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;111;19;130;0.03;0.00;0.03;0;0;0;9;0;0;2490;146;2333;11;t00;2022-11-06
dolnoœl¹skie;14;2;16;0.05;0.01;0.06;0;0;0;0;0;0;78;16;62;0;t02;2022-11-06
kujawsko-pomorskie;6;0;6;0.03;0;0.03;0;0;0;0;0;0;47;7;40;0;t04;2022-11-06
lubelskie;4;1;5;0.02;0.00;0.02;0;0;0;1;0;0;157;6;151;0;t06;2022-11-06
lubuskie;3;0;3;0.03;0;0.03;0;0;0;0;0;0;57;3;54;0;t08;2022-11-06
³ódzkie;4;1;5;0.02;0.00;0.02;0;0;0;0;0;0;110;5;104;1;t10;2022-11-06
ma³opolskie;10;1;11;0.03;0.00;0.03;0;0;0;1;0;0;147;12;134;1;t12;2022-11-06
mazowieckie;16;3;19;0.03;0.01;0.04;0;0;0;5;0;0;474;19;455;0;t14;2022-11-06
opolskie;4;3;7;0.04;0.03;0.07;0;0;0;0;0;0;88;8;79;1;t16;2022-11-06
podkarpackie;6;0;6;0.03;0;0.03;0;0;0;0;0;0;142;6;134;2;t18;2022-11-06
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;44;2;42;0;t20;2022-11-06
pomorskie;14;4;18;0.06;0.02;0.08;0;0;0;0;0;0;241;20;221;0;t22;2022-11-06
œl¹skie;13;3;16;0.03;0.01;0.04;0;0;0;0;0;0;177;19;155;3;t24;2022-11-06
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;0;0;0;105;4;101;0;t26;2022-11-06
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;1;0;0;116;2;114;0;t28;2022-11-06
wielkopolskie;6;0;6;0.02;0;0.02;0;0;0;0;0;0;80;7;71;2;t30;2022-11-06
zachodniopomorskie;3;1;4;0.02;0.01;0.02;0;0;0;1;0;0;72;5;67;0;t32;2022-11-06
