wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;14292;3.73;266;69;197;31750;15831;470973;68903;15587;52699;617;t00;2021-11-12
dolnoœl¹skie;805;2.78;10;7;3;1748;815;26345;4317;897;3378;42;t02;2021-11-12
kujawsko-pomorskie;824;3.98;17;3;14;1610;658;20668;4052;884;3120;48;t04;2021-11-12
lubelskie;1544;7.34;41;10;31;3161;2248;35109;4950;1645;3276;29;t06;2021-11-12
lubuskie;271;2.68;1;0;1;746;223;11504;1636;296;1320;20;t08;2021-11-12
³ódzkie;982;4.01;23;4;19;2126;961;29740;5070;1083;3942;45;t10;2021-11-12
ma³opolskie;841;2.46;29;16;13;2157;955;28798;4241;916;3296;29;t12;2021-11-12
mazowieckie;2964;5.46;32;8;24;5236;3188;105760;12195;3253;8812;130;t14;2021-11-12
opolskie;218;2.22;4;0;4;645;193;10017;1295;232;1053;10;t16;2021-11-12
podkarpackie;637;3.00;20;2;18;1304;744;19311;3571;718;2846;7;t18;2021-11-12
podlaskie;672;5.71;10;0;10;1503;1167;21864;2350;727;1591;32;t20;2021-11-12
pomorskie;837;3.57;22;5;17;1627;932;33827;4397;889;3457;51;t22;2021-11-12
œl¹skie;959;2.13;21;6;15;3099;1228;36156;5742;1064;4634;44;t24;2021-11-12
œwiêtokrzyskie;288;2.34;10;1;9;737;302;8083;1848;343;1490;15;t26;2021-11-12
warmiñsko-mazurskie;585;4.12;12;1;11;1321;682;20334;2871;623;2224;24;t28;2021-11-12
wielkopolskie;880;2.51;13;6;7;2697;678;39704;4609;940;3624;45;t30;2021-11-12
zachodniopomorskie;816;4.82;1;0;1;1992;793;23685;3510;895;2579;36;t32;2021-11-12
