wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;21049;5.49;343;70;273;34990;16312;310551;73120;22315;49442;1363;t00;2021-03-12
dolnoœl¹skie;1687;5.82;26;15;11;2591;1262;21625;5441;1812;3559;70;t02;2021-03-12
kujawsko-pomorskie;1225;5.92;23;2;21;2042;1110;16778;4487;1318;3090;79;t04;2021-03-12
lubelskie;667;3.17;26;5;21;1274;494;11163;3169;711;2413;45;t06;2021-03-12
lubuskie;653;6.46;18;8;10;1015;678;9152;2193;690;1479;24;t08;2021-03-12
³ódzkie;1185;4.84;20;1;19;2062;798;17372;4646;1244;3344;58;t10;2021-03-12
ma³opolskie;1686;4.94;16;9;7;2776;1035;23027;5426;1767;3568;91;t12;2021-03-12
mazowieckie;3891;7.17;46;8;38;6384;2762;61231;12022;4220;7405;397;t14;2021-03-12
opolskie;347;3.54;5;1;4;562;283;4736;1382;363;997;22;t16;2021-03-12
podkarpackie;889;4.18;23;2;21;1691;1060;18401;2804;951;1816;37;t18;2021-03-12
podlaskie;428;3.64;3;0;3;821;474;7988;1524;449;1057;18;t20;2021-03-12
pomorskie;1494;6.37;33;3;30;2530;1389;26690;4576;1534;2936;106;t22;2021-03-12
œl¹skie;2682;5.95;55;7;48;4487;1719;32853;8352;2814;5392;146;t24;2021-03-12
œwiêtokrzyskie;476;3.87;7;2;5;722;336;6266;2265;536;1621;108;t26;2021-03-12
warmiñsko-mazurskie;1115;7.85;15;5;10;1592;1007;16321;2890;1149;1702;39;t28;2021-03-12
wielkopolskie;1828;5.22;16;2;14;3202;1237;26425;6237;1903;4270;64;t30;2021-03-12
zachodniopomorskie;527;3.11;11;0;11;1217;571;10474;2497;561;1900;36;t32;2021-03-12
