wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6496;1.69;444;84;360;11147;4863;151201;43943;7131;36172;640;t00;2021-02-03
dolnoœl¹skie;388;1.34;7;4;3;627;269;9585;3215;434;2747;34;t02;2021-02-03
kujawsko-pomorskie;719;3.47;52;5;47;871;472;10799;3273;779;2446;48;t04;2021-02-03
lubelskie;294;1.40;44;2;42;482;364;6427;1929;333;1571;25;t06;2021-02-03
lubuskie;241;2.39;16;8;8;311;147;4301;1240;251;978;11;t08;2021-02-03
³ódzkie;283;1.16;28;2;26;637;273;9766;2884;332;2494;58;t10;2021-02-03
ma³opolskie;272;0.80;8;3;5;560;187;7589;2641;320;2270;51;t12;2021-02-03
mazowieckie;960;1.77;91;20;71;1939;696;30424;6441;1076;5253;112;t14;2021-02-03
opolskie;138;1.41;8;1;7;174;80;2978;1104;147;948;9;t16;2021-02-03
podkarpackie;265;1.25;20;2;18;329;162;5001;1868;299;1556;13;t18;2021-02-03
podlaskie;298;2.53;16;1;15;445;146;4626;1254;324;917;13;t20;2021-02-03
pomorskie;564;2.40;38;6;32;1055;396;13433;3007;603;2350;54;t22;2021-02-03
œl¹skie;523;1.16;26;1;25;1047;360;11895;4155;571;3523;61;t24;2021-02-03
œwiêtokrzyskie;91;0.74;17;0;17;163;100;2256;1089;110;952;27;t26;2021-02-03
warmiñsko-mazurskie;483;3.40;10;1;9;751;347;8117;1851;498;1334;19;t28;2021-02-03
wielkopolskie;545;1.56;42;27;15;1084;484;15187;3477;579;2859;39;t30;2021-02-03
zachodniopomorskie;341;2.01;21;1;20;665;308;8796;2255;374;1834;47;t32;2021-02-03
