wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;258;0.07;3;1;2;1836;225;55764;37849;308;37485;56;t00;2021-08-26
dolnoœl¹skie;9;0.03;0;0;0;122;15;5396;2355;10;2338;7;t02;2021-08-26
kujawsko-pomorskie;10;0.05;0;0;0;101;6;1638;1508;13;1495;0;t04;2021-08-26
lubelskie;13;0.06;0;0;0;110;11;2625;1880;15;1861;4;t06;2021-08-26
lubuskie;3;0.03;0;0;0;38;5;1465;866;4;859;3;t08;2021-08-26
³ódzkie;16;0.07;0;0;0;121;18;4055;2663;18;2641;4;t10;2021-08-26
ma³opolskie;23;0.07;0;0;0;160;23;3543;3131;24;3102;5;t12;2021-08-26
mazowieckie;51;0.09;0;0;0;352;39;16537;4730;62;4657;11;t14;2021-08-26
opolskie;6;0.06;0;0;0;27;7;1299;981;7;973;1;t16;2021-08-26
podkarpackie;24;0.11;0;0;0;89;17;1624;1975;36;1937;2;t18;2021-08-26
podlaskie;8;0.07;0;0;0;51;8;1185;884;9;874;1;t20;2021-08-26
pomorskie;26;0.11;0;0;0;139;12;3228;2456;30;2419;7;t22;2021-08-26
œl¹skie;20;0.04;1;0;1;187;19;4616;4247;22;4221;4;t24;2021-08-26
œwiêtokrzyskie;6;0.05;0;0;0;38;10;738;1147;9;1138;0;t26;2021-08-26
warmiñsko-mazurskie;7;0.05;0;0;0;50;15;1124;1157;7;1150;0;t28;2021-08-26
wielkopolskie;18;0.05;1;1;0;169;13;4760;2450;19;2426;5;t30;2021-08-26
zachodniopomorskie;9;0.05;1;0;1;81;7;1897;1518;14;1502;2;t32;2021-08-26
