wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;48;14;62;0.01;0.00;0.02;0;0;0;1;0;0;698;65;632;1;t00;2024-01-13
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;3;1;2;0;t02;2024-01-13
kujawsko-pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;0;0;0;10;6;4;0;t04;2024-01-13
lubelskie;8;2;10;0.04;0.01;0.05;0;0;0;0;0;0;57;11;46;0;t06;2024-01-13
lubuskie;1;1;2;0.01;0.01;0.02;0;0;0;0;0;0;13;3;10;0;t08;2024-01-13
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;7;1;6;0;t10;2024-01-13
ma³opolskie;3;3;6;0.01;0.01;0.02;0;0;0;0;0;0;25;6;19;0;t12;2024-01-13
mazowieckie;7;2;9;0.01;0.00;0.02;0;0;0;1;0;0;358;9;349;0;t14;2024-01-13
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t16;2024-01-13
podkarpackie;3;2;5;0.01;0.01;0.02;0;0;0;0;0;0;11;5;6;0;t18;2024-01-13
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;37;2;35;0;t20;2024-01-13
pomorskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;27;3;24;0;t22;2024-01-13
œl¹skie;6;0;6;0.01;0;0.01;0;0;0;0;0;0;38;7;30;1;t24;2024-01-13
œwiêtokrzyskie;0;2;2;0;0.02;0.02;0;0;0;0;0;0;23;2;21;0;t26;2024-01-13
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t28;2024-01-13
wielkopolskie;4;1;5;0.01;0.00;0.01;0;0;0;0;0;0;18;5;13;0;t30;2024-01-13
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;18;1;17;0;t32;2024-01-13
