wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1533;530;2063;0.40;0.14;0.54;3;1;2;1828;0;0;3899;2112;1785;2;t00;2024-09-13
dolnoœl¹skie;53;22;75;0.18;0.08;0.26;1;0;1;53;0;0;149;76;73;0;t02;2024-09-13
kujawsko-pomorskie;115;45;160;0.56;0.22;0.77;0;0;0;127;0;0;303;164;139;0;t04;2024-09-13
lubelskie;199;71;270;0.95;0.34;1.28;1;1;0;243;0;0;363;272;90;1;t06;2024-09-13
lubuskie;31;6;37;0.31;0.06;0.37;0;0;0;26;0;0;67;37;30;0;t08;2024-09-13
³ódzkie;73;19;92;0.30;0.08;0.38;0;0;0;93;0;0;170;94;76;0;t10;2024-09-13
ma³opolskie;118;41;159;0.35;0.12;0.47;0;0;0;197;0;0;315;160;155;0;t12;2024-09-13
mazowieckie;325;93;418;0.60;0.17;0.77;0;0;0;302;0;0;923;428;494;1;t14;2024-09-13
opolskie;29;11;40;0.30;0.11;0.41;0;0;0;27;0;0;84;41;43;0;t16;2024-09-13
podkarpackie;125;25;150;0.59;0.12;0.71;0;0;0;148;0;0;236;154;82;0;t18;2024-09-13
podlaskie;85;34;119;0.72;0.29;1.01;0;0;0;129;0;0;188;119;69;0;t20;2024-09-13
pomorskie;48;16;64;0.20;0.07;0.27;1;0;1;63;0;0;186;69;117;0;t22;2024-09-13
œl¹skie;68;49;117;0.15;0.11;0.26;0;0;0;126;0;0;254;119;135;0;t24;2024-09-13
œwiêtokrzyskie;69;18;87;0.56;0.15;0.71;0;0;0;53;0;0;119;97;22;0;t26;2024-09-13
warmiñsko-mazurskie;59;27;86;0.42;0.19;0.61;0;0;0;69;0;0;167;88;79;0;t28;2024-09-13
wielkopolskie;102;31;133;0.29;0.09;0.38;0;0;0;95;0;0;208;137;71;0;t30;2024-09-13
zachodniopomorskie;29;18;47;0.17;0.11;0.28;0;0;0;76;0;0;109;48;61;0;t32;2024-09-13
