wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;67;0.02;0;0;0;109;81;86921;23581;92;23447;42;t00;2021-07-18
dolnoœl¹skie;3;0.01;0;0;0;11;5;7689;1330;4;1326;0;t02;2021-07-18
kujawsko-pomorskie;1;0.00;0;0;0;0;4;2450;893;2;890;1;t04;2021-07-18
lubelskie;2;0.01;0;0;0;2;6;5954;908;6;901;1;t06;2021-07-18
lubuskie;2;0.02;0;0;0;4;2;2198;519;2;517;0;t08;2021-07-18
³ódzkie;4;0.02;0;0;0;56;4;6706;1375;7;1366;2;t10;2021-07-18
ma³opolskie;9;0.03;0;0;0;8;7;5373;2154;12;2132;10;t12;2021-07-18
mazowieckie;11;0.02;0;0;0;8;13;24169;3621;13;3599;9;t14;2021-07-18
opolskie;1;0.01;0;0;0;0;0;2178;543;2;540;1;t16;2021-07-18
podkarpackie;2;0.01;0;0;0;5;1;2856;1471;4;1465;2;t18;2021-07-18
podlaskie;4;0.03;0;0;0;3;3;1932;468;6;460;2;t20;2021-07-18
pomorskie;6;0.03;0;0;0;2;3;4661;1398;6;1392;0;t22;2021-07-18
œl¹skie;5;0.01;0;0;0;1;16;6755;2818;9;2804;5;t24;2021-07-18
œwiêtokrzyskie;0;0;0;0;0;0;2;1616;712;0;709;3;t26;2021-07-18
warmiñsko-mazurskie;1;0.01;0;0;0;0;3;1694;535;1;533;1;t28;2021-07-18
wielkopolskie;11;0.03;0;0;0;8;7;7460;1413;11;1399;3;t30;2021-07-18
zachodniopomorskie;0;0;0;0;0;1;3;3203;769;2;766;1;t32;2021-07-18
