wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2523;0.66;1;0;1;277;1946;116255;28697;2788;25765;144;t00;2021-10-16
dolnoœl¹skie;110;0.38;0;0;0;0;102;5838;1429;123;1299;7;t02;2021-10-16
kujawsko-pomorskie;72;0.35;0;0;0;13;83;3596;1147;76;1063;8;t04;2021-10-16
lubelskie;573;2.72;0;0;0;50;376;16647;2264;605;1647;12;t06;2021-10-16
lubuskie;27;0.27;0;0;0;1;32;2361;615;34;575;6;t08;2021-10-16
³ódzkie;119;0.49;0;0;0;11;95;8258;2006;135;1858;13;t10;2021-10-16
ma³opolskie;101;0.30;0;0;0;27;93;5000;2193;115;2073;5;t12;2021-10-16
mazowieckie;495;0.91;0;0;0;75;364;27919;4384;550;3806;28;t14;2021-10-16
opolskie;32;0.33;0;0;0;4;21;2157;548;38;509;1;t16;2021-10-16
podkarpackie;154;0.72;0;0;0;35;88;4425;2079;176;1900;3;t18;2021-10-16
podlaskie;250;2.12;1;0;1;6;203;9518;1253;268;975;10;t20;2021-10-16
pomorskie;123;0.52;0;0;0;7;101;6722;1772;135;1629;8;t22;2021-10-16
œl¹skie;120;0.27;0;0;0;5;95;5714;2704;137;2558;9;t24;2021-10-16
œwiêtokrzyskie;32;0.26;0;0;0;1;23;1327;974;40;927;7;t26;2021-10-16
warmiñsko-mazurskie;53;0.37;0;0;0;8;55;3600;672;67;601;4;t28;2021-10-16
wielkopolskie;102;0.29;0;0;0;26;68;6999;1555;117;1433;5;t30;2021-10-16
zachodniopomorskie;127;0.75;0;0;0;8;137;6151;1372;132;1226;14;t32;2021-10-16
