wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;194;0.05;8;2;6;632;878;58527;32135;262;31764;109;t00;2021-06-06
dolnoœl¹skie;10;0.03;1;1;0;22;86;4154;1780;17;1756;7;t02;2021-06-06
kujawsko-pomorskie;11;0.05;1;1;0;16;34;1725;1363;13;1347;3;t04;2021-06-06
lubelskie;10;0.05;2;0;2;21;59;2212;1307;16;1282;9;t06;2021-06-06
lubuskie;6;0.06;0;0;0;8;19;1359;730;6;722;2;t08;2021-06-06
³ódzkie;5;0.02;0;0;0;94;72;4641;1972;7;1962;3;t10;2021-06-06
ma³opolskie;21;0.06;0;0;0;27;50;3322;3323;26;3291;6;t12;2021-06-06
mazowieckie;27;0.05;1;0;1;94;134;19115;5970;38;5922;10;t14;2021-06-06
opolskie;11;0.11;0;0;0;7;30;1465;774;14;757;3;t16;2021-06-06
podkarpackie;6;0.03;1;0;1;200;18;1569;1525;8;1517;0;t18;2021-06-06
podlaskie;9;0.08;0;0;0;4;27;940;697;9;685;3;t20;2021-06-06
pomorskie;7;0.03;0;0;0;19;37;3564;1987;11;1961;15;t22;2021-06-06
œl¹skie;26;0.06;1;0;1;22;119;4412;3807;37;3757;13;t24;2021-06-06
œwiêtokrzyskie;4;0.03;0;0;0;12;27;1006;1016;7;1000;9;t26;2021-06-06
warmiñsko-mazurskie;3;0.02;0;0;0;9;23;1089;698;8;688;2;t28;2021-06-06
wielkopolskie;23;0.07;0;0;0;28;107;5604;2135;27;2098;10;t30;2021-06-06
zachodniopomorskie;9;0.05;1;0;1;49;36;2337;1344;12;1320;12;t32;2021-06-06
