wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1734;0.45;245;73;172;10518;3927;101013;59703;2130;57172;401;t00;2021-05-17
dolnoœl¹skie;149;0.51;30;20;10;867;394;8639;4017;194;3803;20;t02;2021-05-17
kujawsko-pomorskie;99;0.48;15;0;15;574;205;4042;2926;111;2793;22;t04;2021-05-17
lubelskie;127;0.60;9;2;7;574;196;5374;2811;139;2648;24;t06;2021-05-17
lubuskie;29;0.29;2;1;1;240;96;2343;1592;36;1552;4;t08;2021-05-17
³ódzkie;159;0.65;18;3;15;864;287;8184;4691;194;4458;39;t10;2021-05-17
ma³opolskie;134;0.39;27;18;9;783;364;7135;4968;150;4785;33;t12;2021-05-17
mazowieckie;204;0.38;16;2;14;1333;492;21062;9073;280;8730;63;t14;2021-05-17
opolskie;41;0.42;6;1;5;258;112;3110;1545;56;1482;7;t16;2021-05-17
podkarpackie;31;0.15;4;1;3;366;79;2546;2956;44;2905;7;t18;2021-05-17
podlaskie;48;0.41;4;0;4;276;55;1965;1360;55;1300;5;t20;2021-05-17
pomorskie;94;0.40;12;1;11;613;226;5948;3310;120;3161;29;t22;2021-05-17
œl¹skie;244;0.54;67;17;50;1374;541;10530;6384;307;6027;50;t24;2021-05-17
œwiêtokrzyskie;48;0.39;15;5;10;269;87;2197;1461;55;1395;11;t26;2021-05-17
warmiñsko-mazurskie;69;0.49;1;0;1;356;68;2359;1989;77;1909;3;t28;2021-05-17
wielkopolskie;116;0.33;10;2;8;1178;488;10888;4261;147;4094;20;t30;2021-05-17
zachodniopomorskie;125;0.74;9;0;9;580;219;4636;2977;141;2782;54;t32;2021-05-17
