wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2012;0.52;29;7;22;6270;1273;105696;39397;2206;37056;135;t00;2021-10-08
dolnoœl¹skie;88;0.30;0;0;0;359;89;6186;2636;99;2528;9;t02;2021-10-08
kujawsko-pomorskie;56;0.27;1;0;1;238;40;3142;1752;61;1687;4;t04;2021-10-08
lubelskie;453;2.15;4;0;4;996;214;13454;3278;487;2766;25;t06;2021-10-08
lubuskie;26;0.26;0;0;0;136;15;2576;935;26;907;2;t08;2021-10-08
³ódzkie;98;0.40;6;1;5;370;69;6516;2592;108;2478;6;t10;2021-10-08
ma³opolskie;100;0.29;2;2;0;420;105;5311;2816;115;2694;7;t12;2021-10-08
mazowieckie;323;0.60;6;1;5;1039;232;26479;5669;354;5292;23;t14;2021-10-08
opolskie;18;0.18;0;0;0;111;21;1906;829;19;809;1;t16;2021-10-08
podkarpackie;81;0.38;1;0;1;252;75;3577;2163;97;2063;3;t18;2021-10-08
podlaskie;223;1.90;0;0;0;452;88;8527;1390;252;1123;15;t20;2021-10-08
pomorskie;111;0.47;2;0;2;306;50;5810;2544;119;2417;8;t22;2021-10-08
œl¹skie;109;0.24;4;1;3;481;54;5461;3706;123;3577;6;t24;2021-10-08
œwiêtokrzyskie;19;0.15;0;0;0;110;22;1292;991;23;965;3;t26;2021-10-08
warmiñsko-mazurskie;83;0.58;0;0;0;206;40;3199;1433;86;1342;5;t28;2021-10-08
wielkopolskie;105;0.30;2;2;0;437;50;6646;2431;107;2315;9;t30;2021-10-08
zachodniopomorskie;102;0.60;1;0;1;350;101;5597;2060;113;1940;7;t32;2021-10-08
