wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2640;0.69;40;6;34;7950;763;102245;44897;2921;41831;145;t00;2021-10-12
dolnoœl¹skie;107;0.37;2;2;0;472;36;6249;2924;126;2788;10;t02;2021-10-12
kujawsko-pomorskie;67;0.32;2;0;2;361;31;3238;2276;76;2189;11;t04;2021-10-12
lubelskie;620;2.95;10;0;10;1215;131;12220;3677;650;3010;17;t06;2021-10-12
lubuskie;41;0.41;0;0;0;144;7;2112;1119;45;1073;1;t08;2021-10-12
³ódzkie;129;0.53;3;0;3;436;29;7182;3151;147;2987;17;t10;2021-10-12
ma³opolskie;142;0.42;1;0;1;519;68;5121;2742;165;2572;5;t12;2021-10-12
mazowieckie;457;0.84;3;1;2;1263;130;25271;6560;503;6038;19;t14;2021-10-12
opolskie;36;0.37;1;0;1;129;7;1959;1030;45;983;2;t16;2021-10-12
podkarpackie;103;0.48;3;0;3;357;40;3482;2767;122;2639;6;t18;2021-10-12
podlaskie;261;2.22;6;1;5;572;70;6502;1767;290;1472;5;t20;2021-10-12
pomorskie;97;0.41;0;0;0;433;42;5978;2481;103;2366;12;t22;2021-10-12
œl¹skie;131;0.29;6;0;6;628;35;6025;4462;148;4306;8;t24;2021-10-12
œwiêtokrzyskie;43;0.35;1;1;0;119;13;1357;1272;51;1217;4;t26;2021-10-12
warmiñsko-mazurskie;109;0.77;1;1;0;308;26;3104;1543;117;1419;7;t28;2021-10-12
wielkopolskie;131;0.37;0;0;0;537;43;7405;2958;143;2799;16;t30;2021-10-12
zachodniopomorskie;136;0.80;1;0;1;443;51;5008;2171;153;2016;2;t32;2021-10-12
