wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;363;0.09;0;0;0;146;526;79325;22331;428;21855;48;t00;2021-09-19
dolnoœl¹skie;10;0.03;0;0;0;7;42;5935;1066;12;1052;2;t02;2021-09-19
kujawsko-pomorskie;2;0.01;0;0;0;12;16;2328;848;9;834;5;t04;2021-09-19
lubelskie;42;0.20;0;0;0;10;76;5514;1048;42;1006;0;t06;2021-09-19
lubuskie;14;0.14;0;0;0;4;6;2346;550;14;534;2;t08;2021-09-19
³ódzkie;28;0.11;0;0;0;3;22;6346;1477;34;1441;2;t10;2021-09-19
ma³opolskie;39;0.11;0;0;0;4;42;3889;2532;43;2487;2;t12;2021-09-19
mazowieckie;64;0.12;0;0;0;64;57;26320;3045;69;2966;10;t14;2021-09-19
opolskie;4;0.04;0;0;0;4;7;1684;396;6;388;2;t16;2021-09-19
podkarpackie;24;0.11;0;0;0;9;37;1998;1457;31;1420;6;t18;2021-09-19
podlaskie;14;0.12;0;0;0;4;22;1965;492;15;477;0;t20;2021-09-19
pomorskie;19;0.08;0;0;0;2;31;4162;1469;20;1447;2;t22;2021-09-19
œl¹skie;27;0.06;0;0;0;3;44;4795;2443;31;2411;1;t24;2021-09-19
œwiêtokrzyskie;8;0.07;0;0;0;2;11;1382;685;15;668;2;t26;2021-09-19
warmiñsko-mazurskie;6;0.04;0;0;0;4;15;1767;556;8;545;3;t28;2021-09-19
wielkopolskie;29;0.08;0;0;0;4;47;5533;1407;33;1372;2;t30;2021-09-19
zachodniopomorskie;24;0.14;0;0;0;10;43;3343;1020;31;986;3;t32;2021-09-19
