wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;74;9;83;0.02;0.00;0.02;0;0;0;25;5;0;5995;102;5884;9;t00;2022-05-28
dolnoœl¹skie;5;0;5;0.02;0;0.02;0;0;0;6;1;0;246;5;241;0;t02;2022-05-28
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;126;0;126;0;t04;2022-05-28
lubelskie;4;0;4;0.02;0;0.02;0;0;0;3;0;0;196;5;191;0;t06;2022-05-28
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;82;3;79;0;t08;2022-05-28
³ódzkie;8;1;9;0.03;0.00;0.04;0;0;0;1;2;0;244;10;233;1;t10;2022-05-28
ma³opolskie;6;2;8;0.02;0.01;0.02;0;0;0;4;0;0;588;10;578;0;t12;2022-05-28
mazowieckie;11;1;12;0.02;0.00;0.02;0;0;0;4;1;0;1085;15;1065;5;t14;2022-05-28
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;115;0;114;1;t16;2022-05-28
podkarpackie;6;0;6;0.03;0;0.03;0;0;0;0;0;0;308;7;301;0;t18;2022-05-28
podlaskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;124;2;122;0;t20;2022-05-28
pomorskie;5;2;7;0.02;0.01;0.03;0;0;0;1;1;0;309;8;301;0;t22;2022-05-28
œl¹skie;5;1;6;0.01;0.00;0.01;0;0;0;0;0;0;579;9;569;1;t24;2022-05-28
œwiêtokrzyskie;13;1;14;0.11;0.01;0.11;0;0;0;0;0;0;647;16;631;0;t26;2022-05-28
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;89;1;88;0;t28;2022-05-28
wielkopolskie;2;1;3;0.01;0.00;0.01;0;0;0;5;0;0;315;4;310;1;t30;2022-05-28
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;144;0;144;0;t32;2022-05-28
