wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;20;2;22;0.01;0.00;0.01;0;0;0;111;0;0;718;25;693;0;t00;2024-05-08
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;4;0;0;12;0;12;0;t02;2024-05-08
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;5;0;0;25;0;25;0;t04;2024-05-08
lubelskie;5;0;5;0.02;0;0.02;0;0;0;8;0;0;61;6;55;0;t06;2024-05-08
lubuskie;0;0;0;0;0;0;0;0;0;4;0;0;11;0;11;0;t08;2024-05-08
³ódzkie;0;0;0;0;0;0;0;0;0;3;0;0;8;0;8;0;t10;2024-05-08
ma³opolskie;0;0;0;0;0;0;0;0;0;13;0;0;30;0;30;0;t12;2024-05-08
mazowieckie;4;0;4;0.01;0;0.01;0;0;0;21;0;0;334;4;330;0;t14;2024-05-08
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;27;2;25;0;t16;2024-05-08
podkarpackie;2;0;2;0.01;0;0.01;0;0;0;8;0;0;15;3;12;0;t18;2024-05-08
podlaskie;2;0;2;0.02;0;0.02;0;0;0;8;0;0;19;2;17;0;t20;2024-05-08
pomorskie;0;0;0;0;0;0;0;0;0;6;0;0;15;0;15;0;t22;2024-05-08
œl¹skie;2;1;3;0.00;0.00;0.01;0;0;0;16;0;0;41;3;38;0;t24;2024-05-08
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;2;0;0;4;0;4;0;t26;2024-05-08
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;9;0;0;40;2;38;0;t28;2024-05-08
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;16;1;15;0;t30;2024-05-08
zachodniopomorskie;0;0;0;0;0;0;0;0;0;4;0;0;19;0;19;0;t32;2024-05-08
