wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;406;0.11;13;1;12;4580;243;58516;44329;512;43738;79;t00;2021-09-06
dolnoœl¹skie;34;0.12;0;0;0;317;13;4934;2714;48;2662;4;t02;2021-09-06
kujawsko-pomorskie;13;0.06;1;0;1;244;10;1796;2238;20;2211;7;t04;2021-09-06
lubelskie;41;0.19;1;0;1;319;14;2940;2625;52;2568;5;t06;2021-09-06
lubuskie;13;0.13;0;0;0;113;5;1521;984;17;964;3;t08;2021-09-06
³ódzkie;29;0.12;1;0;1;302;16;4336;3469;36;3425;8;t10;2021-09-06
ma³opolskie;26;0.08;1;0;1;364;34;3729;3257;30;3220;7;t12;2021-09-06
mazowieckie;54;0.10;5;0;5;742;48;17500;5490;59;5417;14;t14;2021-09-06
opolskie;6;0.06;0;0;0;129;6;1342;1041;6;1034;1;t16;2021-09-06
podkarpackie;26;0.12;0;0;0;222;13;1616;2778;46;2732;0;t18;2021-09-06
podlaskie;24;0.20;2;0;2;170;9;1458;1208;30;1178;0;t20;2021-09-06
pomorskie;31;0.13;0;0;0;305;12;3379;2462;35;2422;5;t22;2021-09-06
œl¹skie;25;0.06;1;0;1;524;20;4848;4888;30;4843;15;t24;2021-09-06
œwiêtokrzyskie;9;0.07;1;1;0;85;10;867;1345;13;1327;5;t26;2021-09-06
warmiñsko-mazurskie;24;0.17;0;0;0;169;3;1017;1536;26;1509;1;t28;2021-09-06
wielkopolskie;19;0.05;0;0;0;360;12;5002;2825;26;2798;1;t30;2021-09-06
zachodniopomorskie;22;0.13;0;0;0;209;12;2201;1996;28;1968;0;t32;2021-09-06
