wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3429;798;4227;0.89;0.21;1.10;25;8;17;4767;0;0;12734;4434;8269;31;t00;2022-09-07
dolnoœl¹skie;163;43;206;0.56;0.15;0.71;0;0;0;178;0;0;576;211;364;1;t02;2022-09-07
kujawsko-pomorskie;126;47;173;0.61;0.23;0.84;3;3;0;224;0;0;526;182;342;2;t04;2022-09-07
lubelskie;177;56;233;0.84;0.27;1.11;0;0;0;259;0;0;824;248;576;0;t06;2022-09-07
lubuskie;52;16;68;0.51;0.16;0.67;0;0;0;69;0;0;215;68;147;0;t08;2022-09-07
³ódzkie;139;30;169;0.57;0.12;0.69;2;1;1;207;0;0;522;183;338;1;t10;2022-09-07
ma³opolskie;223;55;278;0.65;0.16;0.81;2;1;1;313;0;0;847;287;558;2;t12;2022-09-07
mazowieckie;442;108;550;0.81;0.20;1.01;7;1;6;597;0;0;1838;586;1250;2;t14;2022-09-07
opolskie;59;20;79;0.60;0.20;0.81;0;0;0;64;0;0;272;93;178;1;t16;2022-09-07
podkarpackie;151;30;181;0.71;0.14;0.85;0;0;0;142;0;0;567;193;374;0;t18;2022-09-07
podlaskie;103;15;118;0.88;0.13;1.00;1;0;1;164;0;0;334;122;210;2;t20;2022-09-07
pomorskie;97;22;119;0.41;0.09;0.51;0;0;0;136;0;0;420;121;297;2;t22;2022-09-07
œl¹skie;275;82;357;0.61;0.18;0.79;4;1;3;407;0;0;1201;376;820;5;t24;2022-09-07
œwiêtokrzyskie;122;23;145;0.99;0.19;1.18;1;0;1;170;0;0;431;155;276;0;t26;2022-09-07
warmiñsko-mazurskie;105;29;134;0.74;0.20;0.94;0;0;0;125;0;0;588;141;446;1;t28;2022-09-07
wielkopolskie;211;53;264;0.60;0.15;0.75;3;1;2;267;0;0;796;289;505;2;t30;2022-09-07
zachodniopomorskie;80;20;100;0.47;0.12;0.59;2;0;2;106;0;0;345;109;233;3;t32;2022-09-07
