wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1208;0.31;27;7;20;5764;748;84962;39449;1355;37995;99;t00;2021-09-29
dolnoœl¹skie;81;0.28;0;0;0;352;33;6153;2655;96;2557;2;t02;2021-09-29
kujawsko-pomorskie;38;0.18;2;0;2;299;40;2527;1726;41;1679;6;t04;2021-09-29
lubelskie;241;1.15;4;0;4;690;119;7944;2654;262;2379;13;t06;2021-09-29
lubuskie;17;0.17;0;0;0;125;12;1972;852;19;830;3;t08;2021-09-29
³ódzkie;56;0.23;2;1;1;305;82;6189;2574;64;2503;7;t10;2021-09-29
ma³opolskie;97;0.28;2;2;0;404;59;4835;2794;107;2679;8;t12;2021-09-29
mazowieckie;206;0.38;7;1;6;956;118;24166;6633;228;6389;16;t14;2021-09-29
opolskie;22;0.22;2;0;2;124;7;1665;851;25;825;1;t16;2021-09-29
podkarpackie;81;0.38;5;1;4;246;29;2924;2393;91;2297;5;t18;2021-09-29
podlaskie;74;0.63;1;1;0;287;48;3243;1168;80;1083;5;t20;2021-09-29
pomorskie;47;0.20;0;0;0;387;43;4723;2178;56;2117;5;t22;2021-09-29
œl¹skie;55;0.12;0;0;0;522;41;5267;4185;64;4112;9;t24;2021-09-29
œwiêtokrzyskie;21;0.17;0;0;0;88;9;1276;1013;24;987;2;t26;2021-09-29
warmiñsko-mazurskie;39;0.27;0;0;0;231;35;1835;1341;42;1297;2;t28;2021-09-29
wielkopolskie;50;0.14;0;0;0;418;36;6490;2501;51;2441;9;t30;2021-09-29
zachodniopomorskie;74;0.44;2;1;1;326;35;3719;1727;94;1629;4;t32;2021-09-29
