wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1064;383;1447;0.28;0.10;0.38;6;2;4;1677;0;0;7032;1565;5444;23;t00;2023-02-06
dolnoœl¹skie;68;25;93;0.23;0.09;0.32;0;0;0;105;0;0;355;112;242;1;t02;2023-02-06
kujawsko-pomorskie;73;34;107;0.35;0.16;0.52;1;0;1;100;0;0;384;111;272;1;t04;2023-02-06
lubelskie;63;23;86;0.30;0.11;0.41;0;0;0;81;0;0;676;94;580;2;t06;2023-02-06
lubuskie;27;8;35;0.27;0.08;0.35;0;0;0;68;0;0;155;36;119;0;t08;2023-02-06
³ódzkie;65;21;86;0.27;0.09;0.35;0;0;0;119;0;0;389;91;297;1;t10;2023-02-06
ma³opolskie;100;34;134;0.29;0.10;0.39;0;0;0;191;0;0;473;137;336;0;t12;2023-02-06
mazowieckie;167;54;221;0.31;0.10;0.41;4;1;3;190;0;0;1109;234;871;4;t14;2023-02-06
opolskie;26;8;34;0.27;0.08;0.35;0;0;0;39;0;0;234;40;193;1;t16;2023-02-06
podkarpackie;36;17;53;0.17;0.08;0.25;0;0;0;37;0;0;276;60;216;0;t18;2023-02-06
podlaskie;28;10;38;0.24;0.08;0.32;0;0;0;46;0;0;253;42;209;2;t20;2023-02-06
pomorskie;42;18;60;0.18;0.08;0.26;0;0;0;97;0;0;375;73;299;3;t22;2023-02-06
œl¹skie;200;80;280;0.44;0.18;0.62;1;1;0;293;0;0;804;293;511;0;t24;2023-02-06
œwiêtokrzyskie;20;8;28;0.16;0.07;0.23;0;0;0;20;0;0;189;31;158;0;t26;2023-02-06
warmiñsko-mazurskie;28;11;39;0.20;0.08;0.27;0;0;0;43;0;0;313;41;272;0;t28;2023-02-06
wielkopolskie;66;21;87;0.19;0.06;0.25;0;0;0;85;0;0;340;98;234;8;t30;2023-02-06
zachodniopomorskie;32;9;41;0.19;0.05;0.24;0;0;0;162;0;0;346;42;304;0;t32;2023-02-06
