wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1000;0.26;151;41;110;8529;2257;81603;61444;1279;59851;314;t00;2021-05-24
dolnoœl¹skie;89;0.31;12;8;4;729;239;6975;4604;109;4470;25;t02;2021-05-24
kujawsko-pomorskie;51;0.25;6;0;6;509;123;3127;3045;57;2971;17;t04;2021-05-24
lubelskie;70;0.33;12;6;6;539;143;4193;2885;85;2779;21;t06;2021-05-24
lubuskie;22;0.22;3;2;1;194;51;1810;1661;26;1628;7;t08;2021-05-24
³ódzkie;83;0.34;12;1;11;674;179;6855;4610;125;4446;39;t10;2021-05-24
ma³opolskie;64;0.19;18;7;11;657;162;5584;4985;73;4895;17;t12;2021-05-24
mazowieckie;138;0.25;9;3;6;1077;277;17907;8728;183;8495;50;t14;2021-05-24
opolskie;27;0.28;5;0;5;193;86;2438;1774;41;1724;9;t16;2021-05-24
podkarpackie;15;0.07;1;0;1;441;66;2101;3045;18;3023;4;t18;2021-05-24
podlaskie;22;0.19;2;0;2;182;60;1656;1553;28;1516;9;t20;2021-05-24
pomorskie;31;0.13;6;0;6;505;168;5061;3721;38;3660;23;t22;2021-05-24
œl¹skie;121;0.27;30;4;26;977;290;7585;6311;171;6105;35;t24;2021-05-24
œwiêtokrzyskie;28;0.23;13;5;8;203;40;1727;1638;34;1589;15;t26;2021-05-24
warmiñsko-mazurskie;31;0.22;9;0;9;290;35;1862;1986;46;1936;4;t28;2021-05-24
wielkopolskie;114;0.33;11;5;6;903;234;8797;4635;134;4488;13;t30;2021-05-24
zachodniopomorskie;73;0.43;2;0;2;439;96;3895;3136;90;3023;23;t32;2021-05-24
