wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3576;719;4295;0.93;0.19;1.12;17;3;14;3934;3;0;11815;4541;7231;43;t00;2022-08-04
dolnoœl¹skie;254;46;300;0.88;0.16;1.04;2;1;1;254;0;0;665;308;355;2;t02;2022-08-04
kujawsko-pomorskie;187;45;232;0.90;0.22;1.12;2;0;2;220;0;0;513;242;269;2;t04;2022-08-04
lubelskie;152;26;178;0.72;0.12;0.85;1;1;0;181;0;0;740;191;546;3;t06;2022-08-04
lubuskie;58;22;80;0.57;0.22;0.79;0;0;0;64;0;0;216;80;135;1;t08;2022-08-04
³ódzkie;214;57;271;0.87;0.23;1.11;1;0;1;302;0;0;646;291;354;1;t10;2022-08-04
ma³opolskie;296;51;347;0.87;0.15;1.02;3;0;3;357;0;0;1095;368;723;4;t12;2022-08-04
mazowieckie;653;120;773;1.20;0.22;1.42;2;0;2;705;0;0;2159;799;1352;8;t14;2022-08-04
opolskie;96;15;111;0.98;0.15;1.13;0;0;0;111;0;0;311;120;191;0;t16;2022-08-04
podkarpackie;150;40;190;0.71;0.19;0.89;0;0;0;172;0;0;540;203;337;0;t18;2022-08-04
podlaskie;128;36;164;1.09;0.31;1.39;1;0;1;174;0;0;417;180;236;1;t20;2022-08-04
pomorskie;207;42;249;0.88;0.18;1.06;0;0;0;225;0;0;597;259;333;5;t22;2022-08-04
œl¹skie;410;90;500;0.91;0.20;1.11;1;0;1;496;1;0;1291;528;755;8;t24;2022-08-04
œwiêtokrzyskie;126;19;145;1.02;0.15;1.18;1;0;1;117;0;0;446;169;277;0;t26;2022-08-04
warmiñsko-mazurskie;139;32;171;0.98;0.23;1.20;0;0;0;157;1;0;564;179;381;4;t28;2022-08-04
wielkopolskie;275;40;315;0.79;0.11;0.90;3;1;2;234;0;0;706;333;372;1;t30;2022-08-04
zachodniopomorskie;180;37;217;1.06;0.22;1.28;0;0;0;155;1;0;463;233;227;3;t32;2022-08-04
