wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12032;3.14;505;179;326;16733;17480;193405;78964;13408;64618;938;t00;2021-12-31
dolnoœl¹skie;1109;3.83;35;21;14;1112;1623;16127;5411;1226;4091;94;t02;2021-12-31
kujawsko-pomorskie;562;2.72;27;7;20;939;969;9799;3936;614;3295;27;t04;2021-12-31
lubelskie;478;2.27;23;6;17;837;486;6325;3549;533;3003;13;t06;2021-12-31
lubuskie;316;3.13;18;12;6;431;545;6169;1876;363;1489;24;t08;2021-12-31
³ódzkie;746;3.05;41;24;17;1147;1094;11869;5383;836;4508;39;t10;2021-12-31
ma³opolskie;1276;3.74;54;32;22;1555;1649;17723;7320;1419;5805;96;t12;2021-12-31
mazowieckie;1718;3.17;34;8;26;2312;2488;30476;12377;1928;10322;127;t14;2021-12-31
opolskie;405;4.13;12;3;9;404;662;6314;1843;445;1353;45;t16;2021-12-31
podkarpackie;536;2.52;51;10;41;653;567;7907;3781;599;3170;12;t18;2021-12-31
podlaskie;160;1.36;22;4;18;377;200;3053;1496;174;1318;4;t20;2021-12-31
pomorskie;776;3.31;36;5;31;1157;1149;13498;5433;869;4481;83;t22;2021-12-31
œl¹skie;1218;2.70;40;15;25;2040;2151;22464;8107;1359;6642;106;t24;2021-12-31
œwiêtokrzyskie;381;3.10;20;11;9;491;395;4918;2801;428;2351;22;t26;2021-12-31
warmiñsko-mazurskie;411;2.89;27;7;20;632;604;6061;2589;458;2097;34;t28;2021-12-31
wielkopolskie;1121;3.20;46;12;34;1491;1823;20714;6318;1206;4990;122;t30;2021-12-31
zachodniopomorskie;720;4.25;19;2;17;1124;1007;9916;3734;845;2809;80;t32;2021-12-31
