wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;34088;8.89;25;7;18;1964;17511;825308;111241;39134;69870;2237;t00;2022-01-22
dolnoœl¹skie;2746;9.47;0;0;0;75;1515;70706;7661;3085;4361;215;t02;2022-01-22
kujawsko-pomorskie;1148;5.55;1;0;1;160;636;17006;4353;1349;2924;80;t04;2022-01-22
lubelskie;1507;7.16;0;0;0;224;673;41491;5023;1704;3275;44;t06;2022-01-22
lubuskie;581;5.75;0;0;0;15;253;9918;2108;693;1368;47;t08;2022-01-22
³ódzkie;1889;7.71;1;1;0;117;898;53924;6889;2311;4474;104;t10;2022-01-22
ma³opolskie;3362;9.85;1;1;0;127;2403;49150;10158;3828;6065;265;t12;2022-01-22
mazowieckie;5781;10.65;8;3;5;276;3073;164444;20350;6528;13349;473;t14;2022-01-22
opolskie;1036;10.56;0;0;0;82;397;23495;2650;1230;1356;64;t16;2022-01-22
podkarpackie;2001;9.41;2;1;1;71;1017;55586;5273;2286;2961;26;t18;2022-01-22
podlaskie;453;3.85;1;0;1;29;245;18263;1919;537;1361;21;t20;2022-01-22
pomorskie;2907;12.39;5;1;4;89;1244;71819;9466;3329;5889;248;t22;2022-01-22
œl¹skie;5526;12.26;0;0;0;318;2313;132313;15318;6379;8609;330;t24;2022-01-22
œwiêtokrzyskie;529;4.30;1;0;1;13;346;9531;2336;601;1683;52;t26;2022-01-22
warmiñsko-mazurskie;781;5.50;0;0;0;23;502;27919;2879;911;1941;27;t28;2022-01-22
wielkopolskie;2445;6.98;0;0;0;121;1321;44704;8506;2785;5564;157;t30;2022-01-22
zachodniopomorskie;1208;7.13;5;0;5;223;625;34918;4286;1376;2836;74;t32;2022-01-22
