wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5965;1.56;283;72;211;11405;7194;149585;44333;6638;37053;642;t00;2021-02-05
dolnoœl¹skie;329;1.14;11;9;2;719;510;9123;3023;364;2616;43;t02;2021-02-05
kujawsko-pomorskie;466;2.25;22;3;19;925;743;10751;2772;541;2194;37;t04;2021-02-05
lubelskie;320;1.52;20;6;14;556;374;6486;2066;353;1686;27;t06;2021-02-05
lubuskie;180;1.78;9;4;5;330;233;4546;1138;199;924;15;t08;2021-02-05
³ódzkie;319;1.30;14;1;13;661;391;9545;2993;364;2578;51;t10;2021-02-05
ma³opolskie;293;0.86;16;9;7;585;273;7161;2914;319;2558;37;t12;2021-02-05
mazowieckie;986;1.82;42;11;31;2000;1082;29672;7170;1121;5938;111;t14;2021-02-05
opolskie;102;1.04;19;7;12;180;145;2804;892;112;765;15;t16;2021-02-05
podkarpackie;205;0.96;16;1;15;353;240;4937;1608;229;1366;13;t18;2021-02-05
podlaskie;217;1.84;8;0;8;366;266;4524;1194;233;956;5;t20;2021-02-05
pomorskie;601;2.56;20;3;17;1071;737;14270;3355;642;2636;77;t22;2021-02-05
œl¹skie;485;1.08;21;2;19;1027;560;10849;3909;543;3334;32;t24;2021-02-05
œwiêtokrzyskie;162;1.32;11;0;11;200;101;2193;1473;209;1192;72;t26;2021-02-05
warmiñsko-mazurskie;439;3.09;12;2;10;672;414;8796;1553;454;1080;19;t28;2021-02-05
wielkopolskie;451;1.29;23;12;11;1112;619;15215;3696;493;3157;46;t30;2021-02-05
zachodniopomorskie;278;1.64;19;2;17;640;454;8696;1833;310;1500;23;t32;2021-02-05
