wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;16047;4.18;423;153;270;23003;17774;226269;93018;18592;73289;1137;t00;2022-01-13
dolnoœl¹skie;1452;5.01;40;22;18;1654;1465;18428;6335;1676;4586;73;t02;2022-01-13
kujawsko-pomorskie;589;2.85;16;1;15;1175;770;9088;4360;704;3605;51;t04;2022-01-13
lubelskie;605;2.88;15;2;13;1287;715;9580;4532;689;3812;31;t06;2022-01-13
lubuskie;231;2.29;14;8;6;440;398;5116;2007;272;1723;12;t08;2022-01-13
³ódzkie;810;3.31;33;18;15;1281;1034;12273;7261;973;6248;40;t10;2022-01-13
ma³opolskie;2208;6.47;31;9;22;2429;2324;25388;8961;2563;6237;161;t12;2022-01-13
mazowieckie;2812;5.18;40;18;22;3204;2676;40290;15300;3219;11852;229;t14;2022-01-13
opolskie;353;3.60;12;3;9;559;423;6321;1931;425;1489;17;t16;2022-01-13
podkarpackie;918;4.32;47;3;44;1206;697;11856;5070;1068;3982;20;t18;2022-01-13
podlaskie;224;1.90;13;1;12;518;293;4297;1934;257;1662;15;t20;2022-01-13
pomorskie;1140;4.86;22;4;18;1577;1319;16030;6125;1312;4679;134;t22;2022-01-13
œl¹skie;2026;4.49;60;33;27;3098;2129;26345;10430;2358;7921;151;t24;2022-01-13
œwiêtokrzyskie;311;2.53;15;5;10;522;399;4737;2029;354;1645;30;t26;2022-01-13
warmiñsko-mazurskie;457;3.22;14;5;9;770;578;6564;3116;528;2562;26;t28;2022-01-13
wielkopolskie;1216;3.47;35;19;16;1971;1575;19648;7607;1374;6145;88;t30;2022-01-13
zachodniopomorskie;624;3.69;16;2;14;1274;911;10211;4215;741;3425;49;t32;2022-01-13
