wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;53;4;57;0.01;0.00;0.01;0;0;0;1;0;0;470;58;412;0;t00;2024-09-01
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t02;2024-09-01
kujawsko-pomorskie;4;0;4;0.02;0;0.02;0;0;0;0;0;0;5;4;1;0;t04;2024-09-01
lubelskie;6;2;8;0.03;0.01;0.04;0;0;0;0;0;0;8;8;0;0;t06;2024-09-01
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t08;2024-09-01
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;2;1;1;0;t10;2024-09-01
ma³opolskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;9;2;7;0;t12;2024-09-01
mazowieckie;18;0;18;0.03;0;0.03;0;0;0;0;0;0;316;18;298;0;t14;2024-09-01
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;17;1;16;0;t16;2024-09-01
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;11;1;10;0;t18;2024-09-01
podlaskie;6;2;8;0.05;0.02;0.07;0;0;0;0;0;0;15;8;7;0;t20;2024-09-01
pomorskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;12;2;10;0;t22;2024-09-01
œl¹skie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;14;4;10;0;t24;2024-09-01
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;1;0;0;3;1;2;0;t26;2024-09-01
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;3;2;1;0;t28;2024-09-01
wielkopolskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;7;3;4;0;t30;2024-09-01
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;3;1;2;0;t32;2024-09-01
