wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3907;735;4642;1.02;0.19;1.21;22;8;14;4254;8;0;12403;4960;7396;47;t00;2022-08-12
dolnoœl¹skie;242;54;296;0.83;0.19;1.02;3;1;2;214;1;0;758;318;436;4;t02;2022-08-12
kujawsko-pomorskie;196;51;247;0.95;0.25;1.19;1;0;1;232;1;0;541;257;283;1;t04;2022-08-12
lubelskie;177;30;207;0.84;0.14;0.98;0;0;0;223;0;0;772;229;542;1;t06;2022-08-12
lubuskie;61;15;76;0.60;0.15;0.75;0;0;0;62;0;0;183;81;100;2;t08;2022-08-12
³ódzkie;249;37;286;1.02;0.15;1.17;1;0;1;322;2;0;697;302;391;4;t10;2022-08-12
ma³opolskie;336;49;385;0.98;0.14;1.13;5;3;2;417;1;0;1026;411;613;2;t12;2022-08-12
mazowieckie;613;125;738;1.13;0.23;1.36;3;1;2;695;0;0;2146;773;1367;6;t14;2022-08-12
opolskie;91;23;114;0.93;0.23;1.16;0;0;0;88;0;0;318;128;190;0;t16;2022-08-12
podkarpackie;192;23;215;0.90;0.11;1.01;1;1;0;194;2;0;631;233;398;0;t18;2022-08-12
podlaskie;184;41;225;1.56;0.35;1.91;0;0;0;243;0;0;556;241;313;2;t20;2022-08-12
pomorskie;222;30;252;0.95;0.13;1.07;3;0;3;198;1;0;727;273;450;4;t22;2022-08-12
œl¹skie;483;93;576;1.07;0.21;1.28;1;0;1;578;0;0;1290;602;676;12;t24;2022-08-12
œwiêtokrzyskie;142;22;164;1.15;0.18;1.33;1;1;0;163;0;0;402;171;230;1;t26;2022-08-12
warmiñsko-mazurskie;152;31;183;1.07;0.22;1.29;2;0;2;171;0;0;557;211;345;1;t28;2022-08-12
wielkopolskie;276;54;330;0.79;0.15;0.94;0;0;0;247;0;0;765;349;414;2;t30;2022-08-12
zachodniopomorskie;202;52;254;1.19;0.31;1.50;0;0;0;187;0;0;520;275;243;2;t32;2022-08-12
