wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;209;25;234;0.05;0.01;0.06;7;2;5;401;10;0;4315;278;4033;4;t00;2022-06-14
dolnoœl¹skie;14;2;16;0.05;0.01;0.06;0;0;0;35;0;0;202;18;184;0;t02;2022-06-14
kujawsko-pomorskie;5;2;7;0.02;0.01;0.03;0;0;0;22;0;0;125;9;116;0;t04;2022-06-14
lubelskie;6;1;7;0.03;0.00;0.03;0;0;0;17;0;0;306;8;297;1;t06;2022-06-14
lubuskie;4;1;5;0.04;0.01;0.05;0;0;0;10;1;0;61;8;53;0;t08;2022-06-14
³ódzkie;17;0;17;0.07;0;0.07;2;1;1;32;2;0;199;21;178;0;t10;2022-06-14
ma³opolskie;20;2;22;0.06;0.01;0.06;0;0;0;36;0;0;282;24;258;0;t12;2022-06-14
mazowieckie;38;6;44;0.07;0.01;0.08;1;0;1;76;0;0;1007;54;951;2;t14;2022-06-14
opolskie;6;0;6;0.06;0;0.06;0;0;0;7;0;0;236;7;229;0;t16;2022-06-14
podkarpackie;7;0;7;0.03;0;0.03;1;0;1;15;5;0;242;11;231;0;t18;2022-06-14
podlaskie;11;3;14;0.09;0.03;0.12;0;0;0;19;0;0;118;16;102;0;t20;2022-06-14
pomorskie;12;0;12;0.05;0;0.05;1;0;1;29;1;0;174;14;159;1;t22;2022-06-14
œl¹skie;37;5;42;0.08;0.01;0.09;0;0;0;51;0;0;351;48;303;0;t24;2022-06-14
œwiêtokrzyskie;5;0;5;0.04;0;0.04;1;0;1;12;1;0;173;5;168;0;t26;2022-06-14
warmiñsko-mazurskie;2;2;4;0.01;0.01;0.03;1;1;0;6;0;0;212;4;208;0;t28;2022-06-14
wielkopolskie;14;1;15;0.04;0.00;0.04;0;0;0;18;0;0;254;17;237;0;t30;2022-06-14
zachodniopomorskie;7;0;7;0.04;0;0.04;0;0;0;16;0;0;120;9;111;0;t32;2022-06-14
