wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;34;15;49;0.01;0.00;0.01;1;1;0;128;0;0;2036;60;1974;2;t00;2023-06-09
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;3;0;0;63;0;63;0;t02;2023-06-09
kujawsko-pomorskie;1;3;4;0.00;0.01;0.02;0;0;0;11;0;0;72;4;68;0;t04;2023-06-09
lubelskie;5;1;6;0.02;0.00;0.03;0;0;0;4;0;0;175;6;169;0;t06;2023-06-09
lubuskie;0;0;0;0;0;0;0;0;0;1;0;0;27;0;27;0;t08;2023-06-09
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;6;0;0;77;3;74;0;t10;2023-06-09
ma³opolskie;4;2;6;0.01;0.01;0.02;0;0;0;14;0;0;86;6;79;1;t12;2023-06-09
mazowieckie;2;2;4;0.00;0.00;0.01;0;0;0;19;0;0;489;5;484;0;t14;2023-06-09
opolskie;3;0;3;0.03;0;0.03;0;0;0;1;0;0;136;4;132;0;t16;2023-06-09
podkarpackie;4;1;5;0.02;0.00;0.02;0;0;0;12;0;0;85;5;80;0;t18;2023-06-09
podlaskie;1;1;2;0.01;0.01;0.02;0;0;0;7;0;0;53;3;50;0;t20;2023-06-09
pomorskie;2;0;2;0.01;0;0.01;1;1;0;12;0;0;73;2;71;0;t22;2023-06-09
œl¹skie;4;3;7;0.01;0.01;0.02;0;0;0;14;0;0;166;7;159;0;t24;2023-06-09
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;0;0;0;85;3;82;0;t26;2023-06-09
warmiñsko-mazurskie;0;1;1;0;0.01;0.01;0;0;0;6;0;0;165;1;164;0;t28;2023-06-09
wielkopolskie;0;0;0;0;0;0;0;0;0;3;0;0;77;1;76;0;t30;2023-06-09
zachodniopomorskie;2;0;2;0.01;0;0.01;0;0;0;15;0;0;48;2;45;1;t32;2023-06-09
